zh_path	en_path	triage	n_en_blocks	n_zh_blocks
atoms/healthcare_rns/anxiety/grief/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/anxiety/grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	28	28
atoms/healthcare_rns/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/anxiety/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	28	28
atoms/healthcare_rns/anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:30/30	35	30
atoms/healthcare_rns/anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/anxiety/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	28	28
atoms/healthcare_rns/sleep_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/sleep_anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH	3	0
atoms/healthcare_rns/overthinking/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/overthinking/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH	8	0
atoms/healthcare_rns/boundaries/shame/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/boundaries/shame/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/6	27	6
atoms/healthcare_rns/boundaries/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/boundaries/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:29/29	29	29
atoms/healthcare_rns/boundaries/comparison/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/boundaries/comparison/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/6	27	6
atoms/healthcare_rns/somatic_healing/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/somatic_healing/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/healthcare_rns/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/financial_stress/overwhelm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/8	29	8
atoms/healthcare_rns/financial_stress/spiral/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/financial_stress/spiral/CANONICAL.txt	CLEAN_FALSE_POSITIVE	28	28
atoms/healthcare_rns/financial_stress/grief/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/financial_stress/grief/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:2/7	7	7
atoms/healthcare_rns/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/financial_stress/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/financial_stress/shame/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/financial_stress/shame/CANONICAL.txt	HEADER_MISMATCH	27	7
atoms/healthcare_rns/financial_stress/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/financial_stress/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/healthcare_rns/financial_stress/comparison/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/financial_stress/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/social_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/social_anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/healthcare_rns/social_anxiety/STORY/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/social_anxiety/STORY/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/12	20	12
atoms/healthcare_rns/grief/watcher/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/grief/watcher/CANONICAL.txt	CLEAN_FALSE_POSITIVE	27	27
atoms/healthcare_rns/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/grief/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH	25	8
atoms/healthcare_rns/grief/grief/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/grief/grief/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/4	27	4
atoms/healthcare_rns/grief/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/grief/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/healthcare_rns/self_worth/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/self_worth/INTEGRATION/CANONICAL.txt	CLEAN_FALSE_POSITIVE	25	25
atoms/healthcare_rns/self_worth/shame/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/self_worth/shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	27	27
atoms/healthcare_rns/self_worth/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/self_worth/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/healthcare_rns/self_worth/comparison/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/self_worth/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	27	27
atoms/healthcare_rns/courage/watcher/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/watcher/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/INTEGRATION/CANONICAL.txt	CLEAN_FALSE_POSITIVE	25	25
atoms/healthcare_rns/courage/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/overwhelm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/courage/spiral/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/spiral/CANONICAL.txt	CLEAN_FALSE_POSITIVE	28	28
atoms/healthcare_rns/courage/grief/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/courage/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	28	28
atoms/healthcare_rns/courage/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/healthcare_rns/courage/comparison/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/courage/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/depression/INTEGRATION/CANONICAL.txt	CLEAN_FALSE_POSITIVE	25	25
atoms/healthcare_rns/depression/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/depression/overwhelm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	27	27
atoms/healthcare_rns/depression/spiral/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/depression/spiral/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/depression/grief/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/depression/grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	27	27
atoms/healthcare_rns/depression/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/depression/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/depression/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/depression/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/healthcare_rns/depression/comparison/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/depression/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/healthcare_rns/burnout/spiral/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/burnout/spiral/CANONICAL.txt	HEADER_MISMATCH	26	14
atoms/healthcare_rns/burnout/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/burnout/false_alarm/CANONICAL.txt	HEADER_MISMATCH	26	13
atoms/healthcare_rns/burnout/EXERCISE/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/burnout/EXERCISE/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/2	3	2
atoms/healthcare_rns/burnout/shame/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/burnout/shame/CANONICAL.txt	HEADER_MISMATCH	26	11
atoms/healthcare_rns/burnout/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/healthcare_rns/burnout/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/nyc_executives/compassion_fatigue/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/compassion_fatigue/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/nyc_executives/anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH;DUPLICATE_HEADERS;BAD_BLOCKS:1/32	32	32
atoms/nyc_executives/anxiety/spiral/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/anxiety/spiral/CANONICAL.txt	HEADER_MISMATCH;DUPLICATE_HEADERS;BAD_BLOCKS:1/45	45	45
atoms/nyc_executives/anxiety/shame/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/anxiety/shame/CANONICAL.txt	HEADER_MISMATCH	29	24
atoms/nyc_executives/anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/anxiety/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:45/45	45	45
atoms/nyc_executives/boundaries/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/boundaries/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH	25	16
atoms/nyc_executives/boundaries/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/boundaries/false_alarm/CANONICAL.txt	HEADER_MISMATCH;DUPLICATE_HEADERS;BAD_BLOCKS:1/32	31	32
atoms/nyc_executives/boundaries/shame/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/boundaries/shame/CANONICAL.txt	HEADER_MISMATCH;DUPLICATE_HEADERS;BAD_BLOCKS:5/48	46	48
atoms/nyc_executives/boundaries/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/boundaries/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:45/45	45	45
atoms/nyc_executives/boundaries/comparison/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/boundaries/comparison/CANONICAL.txt	HEADER_MISMATCH;DUPLICATE_HEADERS;BAD_BLOCKS:1/32	31	32
atoms/nyc_executives/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/financial_stress/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH	25	20
atoms/nyc_executives/financial_stress/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/financial_stress/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/nyc_executives/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/grief/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/21	25	21
atoms/nyc_executives/grief/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/grief/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/nyc_executives/self_worth/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/self_worth/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:45/45	45	45
atoms/nyc_executives/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/courage/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	25	20
atoms/nyc_executives/courage/spiral/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/courage/spiral/CANONICAL.txt	HEADER_MISMATCH	26	13
atoms/nyc_executives/courage/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/courage/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	26	26
atoms/nyc_executives/courage/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/courage/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/nyc_executives/depression/watcher/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/depression/watcher/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/17	26	17
atoms/nyc_executives/depression/grief/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/depression/grief/CANONICAL.txt	HEADER_MISMATCH	26	13
atoms/nyc_executives/depression/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/nyc_executives/depression/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/corporate_managers/financial_anxiety/PIVOT/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/PIVOT/CANONICAL.txt	HEADER_MISMATCH	12	0
atoms/corporate_managers/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH	10	0
atoms/corporate_managers/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/grief/CANONICAL.txt	HEADER_MISMATCH	10	0
atoms/corporate_managers/financial_anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/EXERCISE/CANONICAL.txt	HEADER_MISMATCH	13	0
atoms/corporate_managers/financial_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/corporate_managers/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/comparison/CANONICAL.txt	HEADER_MISMATCH	10	0
atoms/corporate_managers/financial_anxiety/SCENE/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/SCENE/CANONICAL.txt	HEADER_MISMATCH	30	0
atoms/corporate_managers/financial_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/PERMISSION/CANONICAL.txt	HEADER_MISMATCH	12	0
atoms/corporate_managers/financial_anxiety/THREAD/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/THREAD/CANONICAL.txt	HEADER_MISMATCH	12	0
atoms/corporate_managers/financial_anxiety/HOOK/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/HOOK/CANONICAL.txt	HEADER_MISMATCH	30	0
atoms/corporate_managers/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/STORY/CANONICAL.txt	HEADER_MISMATCH	20	0
atoms/corporate_managers/financial_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/financial_anxiety/TAKEAWAY/CANONICAL.txt	HEADER_MISMATCH	12	0
atoms/corporate_managers/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/PIVOT/CANONICAL.txt	HEADER_MISMATCH	12	0
atoms/corporate_managers/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/spiral/CANONICAL.txt	HEADER_MISMATCH	10	0
atoms/corporate_managers/compassion_fatigue/EXERCISE/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/EXERCISE/CANONICAL.txt	HEADER_MISMATCH	13	0
atoms/corporate_managers/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/shame/CANONICAL.txt	HEADER_MISMATCH	10	0
atoms/corporate_managers/compassion_fatigue/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/corporate_managers/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/comparison/CANONICAL.txt	HEADER_MISMATCH	10	0
atoms/corporate_managers/compassion_fatigue/SCENE/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/SCENE/CANONICAL.txt	HEADER_MISMATCH	4	0
atoms/corporate_managers/compassion_fatigue/THREAD/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/THREAD/CANONICAL.txt	HEADER_MISMATCH	12	0
atoms/corporate_managers/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/compassion_fatigue/HOOK/CANONICAL.txt	HEADER_MISMATCH	30	0
atoms/corporate_managers/people_pleasing/EXERCISE/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/people_pleasing/EXERCISE/CANONICAL.txt	HEADER_MISMATCH	6	0
atoms/corporate_managers/anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH	28	0
atoms/corporate_managers/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/overwhelm/CANONICAL.txt	HEADER_MISMATCH	28	0
atoms/corporate_managers/anxiety/spiral/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/spiral/CANONICAL.txt	HEADER_MISMATCH	40	0
atoms/corporate_managers/anxiety/grief/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/grief/CANONICAL.txt	HEADER_MISMATCH	28	0
atoms/corporate_managers/anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/EXERCISE/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	13	1
atoms/corporate_managers/anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:45/45	45	45
atoms/corporate_managers/anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/comparison/CANONICAL.txt	HEADER_MISMATCH	28	0
atoms/corporate_managers/anxiety/SCENE/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/SCENE/CANONICAL.txt	HEADER_MISMATCH	4	0
atoms/corporate_managers/anxiety/HOOK/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anxiety/HOOK/CANONICAL.txt	HEADER_MISMATCH	30	0
atoms/corporate_managers/anchored/financial_anxiety_watcher/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/financial_anxiety_watcher/CANONICAL.txt	HEADER_MISMATCH	4	0
atoms/corporate_managers/anchored/depression_shame/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/depression_shame/CANONICAL.txt	HEADER_MISMATCH	4	0
atoms/corporate_managers/anchored/depression_spiral/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/depression_spiral/CANONICAL.txt	HEADER_MISMATCH	4	0
atoms/corporate_managers/anchored/overthinking_shame/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/overthinking_shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/sleep_anxiety_shame/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/sleep_anxiety_shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/imposter_syndrome_overwhelm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/imposter_syndrome_overwhelm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/burnout_false_alarm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/burnout_false_alarm/CANONICAL.txt	HEADER_MISMATCH	20	0
atoms/corporate_managers/anchored/anxiety_spiral/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/anxiety_spiral/CANONICAL.txt	HEADER_MISMATCH	20	0
atoms/corporate_managers/anchored/self_worth_watcher/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/self_worth_watcher/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/grief_false_alarm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/grief_false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/overthinking_grief/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/overthinking_grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/sleep_anxiety_grief/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/sleep_anxiety_grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/financial_stress_shame/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/financial_stress_shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/anxiety_watcher/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/anxiety_watcher/CANONICAL.txt	HEADER_MISMATCH	20	0
atoms/corporate_managers/anchored/imposter_syndrome_grief/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/imposter_syndrome_grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/social_anxiety_spiral/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/social_anxiety_spiral/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/somatic_healing_false_alarm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/somatic_healing_false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/somatic_healing_comparison/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/somatic_healing_comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/overthinking_overwhelm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/overthinking_overwhelm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/self_worth_overwhelm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/self_worth_overwhelm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/financial_stress_grief/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/financial_stress_grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	1	1
atoms/corporate_managers/anchored/imposter_syndrome_false_alarm/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/imposter_syndrome_false_alarm/CANONICAL.txt	HEADER_MISMATCH	1	0
atoms/corporate_managers/anchored/grief_shame/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/grief_shame/CANONICAL.txt	HEADER_MISMATCH	1	0
atoms/corporate_managers/anchored/overthinking_comparison/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/overthinking_comparison/CANONICAL.txt	HEADER_MISMATCH	1	0
atoms/corporate_managers/anchored/financial_stress_watcher/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/financial_stress_watcher/CANONICAL.txt	HEADER_MISMATCH	1	0
atoms/corporate_managers/anchored/self_worth_grief/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/self_worth_grief/CANONICAL.txt	HEADER_MISMATCH	1	0
atoms/corporate_managers/anchored/social_anxiety_watcher/locales/zh-TW/CANONICAL.txt	atoms/corporate_managers/anchored/social_anxiety_watcher/CANONICAL.txt	HEADER_MISMATCH	1	0
