lane_id,brand_id,teacher_id,topic_id,persona_id,format_id,runtime_format_id,content_type,priority,title_count,sample_catalog_id,sample_title
de_DE,adhd_forge_de_de,kai_brennan,imposter_syndrome,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-85A047CE1DD5,The Proof Was Always You
de_DE,adhd_forge_de_de,kai_brennan,overthinking,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-C6A325B9D998,Loop Breaker Collection: Thought Traffic
de_DE,adhd_forge_de_de,kai_brennan,overthinking,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-0D23029B5CF0,Loop Breaker Collection: Book 2
de_DE,adhd_forge_de_de,kai_brennan,overthinking,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-257176B23457,Thought Traffic
de_DE,adhd_forge_de_de,kai_brennan,overthinking,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-4FAA81B10BC3,Thought Traffic
de_DE,awakening_press_de_de,adi_da,boundaries,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-1A2CF87F2D5D,The Sacred Line Series: The Line You Draw
de_DE,awakening_press_de_de,adi_da,boundaries,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-A6A1594110DB,The Sacred Line Series: Book 2
de_DE,awakening_press_de_de,adi_da,boundaries,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-21956BEB702A,Stop Pouring from an Empty Cup
de_DE,awakening_press_de_de,adi_da,boundaries,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-BDA784823583,The No That Saved Me
de_DE,awakening_press_de_de,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-51DC2DE35468,The Bold Step Series: Bold Enough
de_DE,awakening_press_de_de,adi_da,courage,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-96C28CA1EDD1,The Bold Step Series: Book 2
de_DE,awakening_press_de_de,adi_da,courage,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-3897E6D2A8D6,The Fear That Built You
de_DE,awakening_press_de_de,adi_da,courage,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-791E6F9F1242,The Fear That Built You
de_DE,awakening_press_de_de,adi_da,depression,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-D93F2337F090,The Color Returns Series: Color Returns
de_DE,awakening_press_de_de,adi_da,depression,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-DA9AA3CBB8CD,The Color Returns Series: Book 2
de_DE,awakening_press_de_de,adi_da,depression,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-725F1BBBC357,Color Returns
de_DE,awakening_press_de_de,adi_da,depression,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-18896EBF5D8F,Still Breathing
de_DE,awakening_press_de_de,adi_da,grief,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-40F1462789C3,The After Collection: Still Here Without You
de_DE,awakening_press_de_de,adi_da,grief,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-A5C8729E25FE,The After Collection: Book 2
de_DE,awakening_press_de_de,adi_da,grief,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-F573AC326755,The Weight of Gone
de_DE,awakening_press_de_de,adi_da,grief,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-FCCCF8A78B84,Still Here Without You
de_DE,awakening_press_de_de,adi_da,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-8A251FF5AB8D,Mirror Work Collection: The Mirror Lied
de_DE,awakening_press_de_de,adi_da,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-FC6C4DFC6B62,Mirror Work Collection: Book 2
de_DE,awakening_press_de_de,adi_da,self_worth,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-B58D9377919C,The Mirror Lied
de_DE,awakening_press_de_de,adi_da,self_worth,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-A82ECA27DC57,The Mirror Lied
de_DE,body_wisdom_de_de,pamela_fellows,anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-CFDFBC77E5D0,Calm Signal Series: The Emergency That Never Comes
de_DE,body_wisdom_de_de,pamela_fellows,anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-555B52EB5715,Calm Signal Series: Book 2
de_DE,body_wisdom_de_de,pamela_fellows,anxiety,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-40DA45B1225F,The Emergency That Never Comes
de_DE,body_wisdom_de_de,pamela_fellows,anxiety,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-55DAB5B86F13,Safe Enough
de_DE,body_wisdom_de_de,pamela_fellows,burnout,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-A04E996146FE,Ashes to Energy Collection: Before You Break
de_DE,body_wisdom_de_de,pamela_fellows,burnout,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-F94D6DC09CFF,Ashes to Energy Collection: Book 2
de_DE,body_wisdom_de_de,pamela_fellows,burnout,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-CFA0E3A341DA,Before You Break
de_DE,body_wisdom_de_de,pamela_fellows,burnout,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-14B810BB6EBB,Before You Break
de_DE,body_wisdom_de_de,pamela_fellows,sleep_anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-7EEB1B55DEC0,Quiet Night Collection: The Quiet Hour
de_DE,body_wisdom_de_de,pamela_fellows,sleep_anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-5664730D6707,Quiet Night Collection: Book 2
de_DE,body_wisdom_de_de,pamela_fellows,sleep_anxiety,healthcare_rns,F003,short_book_30,standalone,WAVE_2,1,CAT-F35803F217E4,The 3 AM Mind
de_DE,body_wisdom_de_de,pamela_fellows,sleep_anxiety,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-B54EC4A5251F,Permission to Rest
de_DE,body_wisdom_de_de,pamela_fellows,somatic_healing,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-78D105DF2C57,Nervous System Reset Collection: Held by the Body
de_DE,body_wisdom_de_de,pamela_fellows,somatic_healing,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-36F19A6FF068,Nervous System Reset Collection: Book 2
de_DE,body_wisdom_de_de,pamela_fellows,somatic_healing,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-90B4984B3E38,Held by the Body
de_DE,body_wisdom_de_de,pamela_fellows,somatic_healing,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-B0C5068A025C,Held by the Body
de_DE,career_lift_de_de,daniel_reeves,courage,gen_x_sandwich,F003,short_book_30,series_book,WAVE_1,1,CAT-A77493F48C56,The Bold Step Series: Jump Scared
de_DE,career_lift_de_de,daniel_reeves,courage,gen_x_sandwich,F003,short_book_30,series_book,WAVE_2,6,CAT-44CA2FC72DC3,The Bold Step Series: Book 2
de_DE,career_lift_de_de,daniel_reeves,courage,gen_x_sandwich,F006,standard_book,standalone,WAVE_2,1,CAT-46D9442F0FE0,Jump Scared
de_DE,career_lift_de_de,daniel_reeves,courage,gen_x_sandwich,F015,micro_book_15,micro_book,WAVE_1,1,CAT-9565696ADAA0,Bold Enough
de_DE,career_lift_de_de,daniel_reeves,financial_anxiety,gen_x_sandwich,F003,short_book_30,series_book,WAVE_1,1,CAT-C0F4F3F6BBE7,Worth Beyond Balance Collection: Broke and Breathing
de_DE,career_lift_de_de,daniel_reeves,financial_anxiety,gen_x_sandwich,F003,short_book_30,series_book,WAVE_2,6,CAT-C5D8F3641B80,Worth Beyond Balance Collection: Book 2
de_DE,career_lift_de_de,daniel_reeves,financial_anxiety,gen_x_sandwich,F006,standard_book,standalone,WAVE_2,1,CAT-77ACE227C219,Broke and Breathing
de_DE,career_lift_de_de,daniel_reeves,financial_anxiety,gen_x_sandwich,F015,micro_book_15,micro_book,WAVE_1,1,CAT-541F3AEDB55C,The Money Knot
de_DE,career_lift_de_de,daniel_reeves,imposter_syndrome,gen_x_sandwich,F003,short_book_30,series_book,WAVE_1,1,CAT-5A6E7FCF2237,Own Your Seat Collection: The Proof Was Always You
de_DE,career_lift_de_de,daniel_reeves,imposter_syndrome,gen_x_sandwich,F003,short_book_30,series_book,WAVE_2,6,CAT-3E27AE47E174,Own Your Seat Collection: Book 2
de_DE,career_lift_de_de,daniel_reeves,imposter_syndrome,gen_x_sandwich,F007,standard_book,standalone,WAVE_2,1,CAT-B7EA9A856664,The Proof Was Always You
de_DE,career_lift_de_de,daniel_reeves,imposter_syndrome,gen_x_sandwich,F015,micro_book_15,micro_book,WAVE_1,1,CAT-FB1A589BF1A6,You're Not a Fraud
de_DE,confidence_core_de_de,priya_sharma,imposter_syndrome,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-7695EDA0575C,The Belonging Series: Belonging at the Table
de_DE,confidence_core_de_de,priya_sharma,imposter_syndrome,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-0D4A188391E7,The Belonging Series: Book 2
de_DE,confidence_core_de_de,priya_sharma,imposter_syndrome,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-5845EEA5ACDD,You're Not a Fraud
de_DE,confidence_core_de_de,priya_sharma,imposter_syndrome,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-2A9B7E993264,Belonging at the Table
de_DE,confidence_core_de_de,priya_sharma,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-3DFA1B1EE98C,The Enough Series: The Mirror Lied
de_DE,confidence_core_de_de,priya_sharma,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-B12A511279CF,The Enough Series: Book 2
de_DE,confidence_core_de_de,priya_sharma,self_worth,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-8195BE1C864C,Worthy Without Proof
de_DE,confidence_core_de_de,priya_sharma,self_worth,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-C9031C4AC58D,The Mirror Lied
de_DE,confidence_core_de_de,priya_sharma,social_anxiety,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-875407DE2368,The Brave Room Series: The Room Isn't Watching
de_DE,confidence_core_de_de,priya_sharma,social_anxiety,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-9D05B8A28B91,The Brave Room Series: Book 2
de_DE,confidence_core_de_de,priya_sharma,social_anxiety,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-B412A6EF4FFE,Brave Enough to Show Up
de_DE,confidence_core_de_de,priya_sharma,social_anxiety,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-E1E431F91C10,The Script Nobody Gave You
de_DE,cosmic_edge_de_de,ra,courage,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-A65AD5B788E5,Fear to Fire Collection: Jump Scared
de_DE,cosmic_edge_de_de,ra,courage,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-616E44993FF1,Fear to Fire Collection: Book 2
de_DE,cosmic_edge_de_de,ra,courage,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-8575232CF4AF,Jump Scared
de_DE,cosmic_edge_de_de,ra,courage,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-CBA9C64847FE,The Fear That Built You
de_DE,cosmic_edge_de_de,ra,imposter_syndrome,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-0522236A7E66,The Belonging Series: You're Not a Fraud
de_DE,cosmic_edge_de_de,ra,imposter_syndrome,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-60D8D688FCE6,The Belonging Series: Book 2
de_DE,cosmic_edge_de_de,ra,imposter_syndrome,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-3C943AFAC9F1,The Proof Was Always You
de_DE,cosmic_edge_de_de,ra,imposter_syndrome,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-1CB129D8C6AD,Belonging at the Table
de_DE,cosmic_edge_de_de,ra,overthinking,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-80F021B0E773,The Quiet Mind Series: Your Brain Is Not the Boss
de_DE,cosmic_edge_de_de,ra,overthinking,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-0DC1CD5B17C2,The Quiet Mind Series: Book 2
de_DE,cosmic_edge_de_de,ra,overthinking,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-C5D5285080FF,The Loop Breaker
de_DE,cosmic_edge_de_de,ra,overthinking,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-93D4C8DE2756,Thought Traffic
de_DE,cosmic_edge_de_de,ra,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-1E7DD2FCAFE3,Mirror Work Collection: The Mirror Lied
de_DE,cosmic_edge_de_de,ra,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-882A7B9A4B0D,Mirror Work Collection: Book 2
de_DE,cosmic_edge_de_de,ra,self_worth,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-39ED5BDC67CF,The Mirror Lied
de_DE,cosmic_edge_de_de,ra,self_worth,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-7FC2EF9AC2A1,Worthy Without Proof
de_DE,creative_unfold_de_de,iris_delacroix,boundaries,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-DCE07F817721,No with Grace Collection: The Line You Draw
de_DE,creative_unfold_de_de,iris_delacroix,boundaries,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-2D353EBB23A2,No with Grace Collection: Book 2
de_DE,creative_unfold_de_de,iris_delacroix,boundaries,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-0984600DD2BA,The Line You Draw
de_DE,creative_unfold_de_de,iris_delacroix,boundaries,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-36C56D8385B2,The Line You Draw
de_DE,creative_unfold_de_de,iris_delacroix,courage,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-AD86ECE0446F,The Bold Step Series: The Fear That Built You
de_DE,creative_unfold_de_de,iris_delacroix,courage,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-DA7C6D6330BC,The Bold Step Series: Book 2
de_DE,creative_unfold_de_de,iris_delacroix,courage,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-68338D7043FE,Jump Scared
de_DE,creative_unfold_de_de,iris_delacroix,courage,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-18ED2C4CA377,The Fear That Built You
de_DE,creative_unfold_de_de,iris_delacroix,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-DEAD4D36BA9F,The Enough Series: The Mirror Lied
de_DE,creative_unfold_de_de,iris_delacroix,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-7227F5E70FDF,The Enough Series: Book 2
de_DE,creative_unfold_de_de,iris_delacroix,self_worth,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-44EE5119DC87,You Were Always Enough
de_DE,creative_unfold_de_de,iris_delacroix,self_worth,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-684DD27A2538,The Mirror Lied
de_DE,executive_calm_de_de,victor_hale,anxiety,nyc_executives,F003,short_book_30,series_book,WAVE_1,1,CAT-517FE72FE5EC,The Steady Ground Collection: Safe Enough
de_DE,executive_calm_de_de,victor_hale,anxiety,nyc_executives,F003,short_book_30,series_book,WAVE_2,6,CAT-44E76FF81415,The Steady Ground Collection: Book 2
de_DE,executive_calm_de_de,victor_hale,anxiety,nyc_executives,F006,standard_book,standalone,WAVE_2,1,CAT-ADC2742CF1AC,Safe Enough
de_DE,executive_calm_de_de,victor_hale,anxiety,nyc_executives,F015,micro_book_15,micro_book,WAVE_1,1,CAT-99CB60624A56,Safe Enough
de_DE,executive_calm_de_de,victor_hale,burnout,nyc_executives,F003,short_book_30,series_book,WAVE_1,1,CAT-04A62CA79B36,The Recovery Road Series: The Collapse You Earned
de_DE,executive_calm_de_de,victor_hale,burnout,nyc_executives,F003,short_book_30,series_book,WAVE_2,6,CAT-FDCA7B8E0061,The Recovery Road Series: Book 2
de_DE,executive_calm_de_de,victor_hale,burnout,nyc_executives,F006,standard_book,standalone,WAVE_2,1,CAT-E4EDAA4096FF,Running on Fumes
de_DE,executive_calm_de_de,victor_hale,burnout,nyc_executives,F015,micro_book_15,micro_book,WAVE_1,1,CAT-443C1665A255,Before You Break
de_DE,executive_calm_de_de,victor_hale,imposter_syndrome,nyc_executives,F003,short_book_30,series_book,WAVE_1,1,CAT-7DB99F991254,The Belonging Series: Belonging at the Table
de_DE,executive_calm_de_de,victor_hale,imposter_syndrome,nyc_executives,F003,short_book_30,series_book,WAVE_2,6,CAT-C5DA2867959D,The Belonging Series: Book 2
de_DE,executive_calm_de_de,victor_hale,imposter_syndrome,nyc_executives,F007,standard_book,standalone,WAVE_2,1,CAT-E0B66A1E392B,You're Not a Fraud
de_DE,executive_calm_de_de,victor_hale,imposter_syndrome,nyc_executives,F015,micro_book_15,micro_book,WAVE_1,1,CAT-E187A9883C9B,You're Not a Fraud
de_DE,gen_spark_de_de,miki,boundaries,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-A0E5F7FA7A02,The Sacred Line Series: The No That Saved Me
de_DE,gen_spark_de_de,miki,boundaries,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-36236E1AE0EC,The Sacred Line Series: Book 2
de_DE,gen_spark_de_de,miki,boundaries,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-FFAC5DA97395,The No That Saved Me
de_DE,gen_spark_de_de,miki,boundaries,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-BFF1A5AB622B,Stop Pouring from an Empty Cup
de_DE,gen_spark_de_de,miki,imposter_syndrome,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-F3B9B8565C62,The Belonging Series: The Proof Was Always You
de_DE,gen_spark_de_de,miki,imposter_syndrome,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-851FCBE653B0,The Belonging Series: Book 2
de_DE,gen_spark_de_de,miki,imposter_syndrome,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-C9BB8621FAA7,The Proof Was Always You
de_DE,gen_spark_de_de,miki,imposter_syndrome,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-6F8A50272EBC,The Proof Was Always You
de_DE,gen_spark_de_de,miki,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-9788E2EE017B,Mirror Work Collection: Worthy Without Proof
de_DE,gen_spark_de_de,miki,self_worth,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-417789594C88,Mirror Work Collection: Book 2
de_DE,gen_spark_de_de,miki,self_worth,gen_z_professionals,F007,standard_book,standalone,WAVE_2,1,CAT-C83622450682,You Were Always Enough
de_DE,gen_spark_de_de,miki,self_worth,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-E3BDFC1D9740,You Were Always Enough
de_DE,gen_spark_de_de,miki,social_anxiety,gen_z_professionals,F003,short_book_30,series_book,WAVE_1,1,CAT-DF13DC5B611D,Show Up Collection: The Script Nobody Gave You
de_DE,gen_spark_de_de,miki,social_anxiety,gen_z_professionals,F003,short_book_30,series_book,WAVE_2,6,CAT-73B414B0ABAB,Show Up Collection: Book 2
de_DE,gen_spark_de_de,miki,social_anxiety,gen_z_professionals,F006,standard_book,standalone,WAVE_2,1,CAT-B59CA491DD02,The Script Nobody Gave You
de_DE,gen_spark_de_de,miki,social_anxiety,gen_z_professionals,F015,micro_book_15,micro_book,WAVE_1,1,CAT-C08755A2EA10,The Script Nobody Gave You
de_DE,gentle_wave_de_de,omote,anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-174362BA2B4D,The Steady Ground Collection: The Alarm Is Lying
de_DE,gentle_wave_de_de,omote,anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-F2CAA977C6D8,The Steady Ground Collection: Book 2
de_DE,gentle_wave_de_de,omote,anxiety,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-869BE32736A7,The Alarm Is Lying
de_DE,gentle_wave_de_de,omote,anxiety,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-2AD40C85E46E,The Alarm Is Lying
de_DE,gentle_wave_de_de,omote,burnout,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-AF03E2C1411D,The Recovery Road Series: The Collapse You Earned
de_DE,gentle_wave_de_de,omote,burnout,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-269C82468AFA,The Recovery Road Series: Book 2
de_DE,gentle_wave_de_de,omote,burnout,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-33DDD13D0FB9,Before You Break
de_DE,gentle_wave_de_de,omote,burnout,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-2C511B3EB3F9,The Collapse You Earned
de_DE,gentle_wave_de_de,omote,compassion_fatigue,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-80DAD1C4B73E,The Healer's Rest Series: Caring Until There's Nothing Left
de_DE,gentle_wave_de_de,omote,compassion_fatigue,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-4DD9D054AA7E,The Healer's Rest Series: Book 2
de_DE,gentle_wave_de_de,omote,compassion_fatigue,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-0065F579E86B,Who Heals the Healer
de_DE,gentle_wave_de_de,omote,compassion_fatigue,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-E7B0D55C7806,The Empty Well
de_DE,gentle_wave_de_de,omote,mindfulness,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-1A7D5F9E05F5,The Mindfulness Series: The Path Forward
de_DE,gentle_wave_de_de,omote,mindfulness,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-B3D304EBA42A,The Mindfulness Series: Book 2
de_DE,gentle_wave_de_de,omote,mindfulness,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-39E1AA5C735D,The Path Forward
de_DE,gentle_wave_de_de,omote,mindfulness,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-51D762E2A2CA,The Path Forward
de_DE,gentle_wave_de_de,omote,sleep_anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-5770898E9219,The Midnight Reset Series: The 3 AM Mind
de_DE,gentle_wave_de_de,omote,sleep_anxiety,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-7608D69A34B4,The Midnight Reset Series: Book 2
de_DE,gentle_wave_de_de,omote,sleep_anxiety,healthcare_rns,F003,short_book_30,standalone,WAVE_2,1,CAT-BA74B37CB97F,Permission to Rest
de_DE,gentle_wave_de_de,omote,sleep_anxiety,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-266C31F8ABF5,The 3 AM Mind
de_DE,healing_ground_press_de_de,sai_ma,boundaries,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-866D6DB3EEA3,The Sacred Line Series: Stop Pouring from an Empty Cup
de_DE,healing_ground_press_de_de,sai_ma,boundaries,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-5EA766943704,The Sacred Line Series: Book 2
de_DE,healing_ground_press_de_de,sai_ma,boundaries,healthcare_rns,F007,standard_book,standalone,WAVE_2,1,CAT-ACC5B1A33C9F,Stop Pouring from an Empty Cup
de_DE,healing_ground_press_de_de,sai_ma,boundaries,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-2410E9A8479F,The Line You Draw
de_DE,healing_ground_press_de_de,sai_ma,compassion_fatigue,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-3CEA524443F2,The Healer's Rest Series: The Empty Well
de_DE,healing_ground_press_de_de,sai_ma,compassion_fatigue,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-EDBA0376EC61,The Healer's Rest Series: Book 2
de_DE,healing_ground_press_de_de,sai_ma,compassion_fatigue,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-3604DFF831AF,Caring Until There's Nothing Left
de_DE,healing_ground_press_de_de,sai_ma,compassion_fatigue,healthcare_rns,F015,micro_book_15,micro_book,WAVE_1,1,CAT-F8F9664B12B9,Who Heals the Healer
de_DE,healing_ground_press_de_de,sai_ma,depression,healthcare_rns,F003,short_book_30,series_book,WAVE_1,1,CAT-1E65CF056271,The Color Returns Series: The Light You Forgot
de_DE,healing_ground_press_de_de,sai_ma,depression,healthcare_rns,F003,short_book_30,series_book,WAVE_2,6,CAT-28720550534D,The Color Returns Series: Book 2
de_DE,healing_ground_press_de_de,sai_ma,depression,healthcare_rns,F006,standard_book,standalone,WAVE_2,1,CAT-799F9154B235,The Light You Forgot
