brand_id	topic	persona	format	locale	runtime	section_plan_id	variant_pool_size	readiness_state	catalog_id	pipeline_route	notes
adhd_forge_mystery	self_worth	gen_alpha_students	standard_book	en_US	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.gen_alpha_students.standard_book.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	entrepreneurs	standard_book	en_US	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.entrepreneurs.standard_book.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	corporate_managers	standard_book	en_US	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.corporate_managers.standard_book.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	gen_z_professionals	standard_book	en_US	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.gen_z_professionals.standard_book.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	gen_z_student	extended_book_2h	en_US	120	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.gen_z_student.extended_book_2h.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	entrepreneurs	extended_book_2h	en_US	120	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.entrepreneurs.extended_book_2h.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	corporate_managers	extended_book_2h	en_US	120	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.corporate_managers.extended_book_2h.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_professionals	deep_book_4h	en_US	240	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_professionals.deep_book_4h.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_student	deep_book_4h	en_US	240	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_student.deep_book_4h.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_alpha_students	deep_book_4h	en_US	240	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_alpha_students.deep_book_4h.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	corporate_managers	deep_book_6h	en_US	360	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.corporate_managers.deep_book_6h.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_professionals	micro_book_15	en_US	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_professionals.micro_book_15.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_student	micro_book_15	en_US	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_student.micro_book_15.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_alpha_students	micro_book_15	en_US	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_alpha_students.micro_book_15.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	entrepreneurs	micro_book_15	en_US	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.entrepreneurs.micro_book_15.en_US	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_professionals	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_professionals.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_student	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_student.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_alpha_students	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_alpha_students.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	entrepreneurs	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.entrepreneurs.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	corporate_managers	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.corporate_managers.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	gen_z_student	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.gen_z_student.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	gen_alpha_students	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.gen_alpha_students.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	entrepreneurs	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.entrepreneurs.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	corporate_managers	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.corporate_managers.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	gen_z_professionals	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.gen_z_professionals.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	gen_alpha_students	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.gen_alpha_students.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	entrepreneurs	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.entrepreneurs.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	corporate_managers	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.corporate_managers.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	gen_z_professionals	standard_book	ja_JP	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.gen_z_professionals.standard_book.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	self_worth	gen_z_student	extended_book_2h	ja_JP	120	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.self_worth.gen_z_student.extended_book_2h.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=3; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	entrepreneurs	extended_book_2h	ja_JP	120	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.entrepreneurs.extended_book_2h.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	corporate_managers	extended_book_2h	ja_JP	120	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.corporate_managers.extended_book_2h.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_professionals	deep_book_4h	ja_JP	240	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_professionals.deep_book_4h.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_student	deep_book_4h	ja_JP	240	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_student.deep_book_4h.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_alpha_students	deep_book_4h	ja_JP	240	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_alpha_students.deep_book_4h.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=4; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	corporate_managers	deep_book_6h	ja_JP	360	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.corporate_managers.deep_book_6h.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_professionals	micro_book_15	ja_JP	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_professionals.micro_book_15.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_student	micro_book_15	ja_JP	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_student.micro_book_15.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_alpha_students	micro_book_15	ja_JP	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_alpha_students.micro_book_15.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	entrepreneurs	micro_book_15	ja_JP	15	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.entrepreneurs.micro_book_15.ja_JP	scripts/run_pipeline.py --pipeline-mode spine	series_slot=5; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_professionals	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_professionals.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_z_student	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_z_student.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	gen_alpha_students	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.gen_alpha_students.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	entrepreneurs	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.entrepreneurs.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	adhd_focus	corporate_managers	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.adhd_focus.corporate_managers.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=1; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	gen_z_student	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.gen_z_student.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=1; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	gen_alpha_students	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.gen_alpha_students.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=2; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	entrepreneurs	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.entrepreneurs.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=3; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	corporate_managers	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.corporate_managers.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=4; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
adhd_forge_mystery	courage	gen_z_professionals	standard_book	ko_KR	55	pearl_prime_12x10x5	5	planned	adhd_forge_mystery.courage.gen_z_professionals.standard_book.ko_KR	scripts/run_pipeline.py --pipeline-mode spine	series_slot=2; book_slot=5; coverage_matrix_ref=artifacts/coordination/brand_locale_surface_coverage_matrix_2026-05-30.tsv; standard_book chapter-count pending Wave 1 baseline confirmation (10ch registry default vs 12ch F006 arc; operator gold-reference ruling pending); prose expansion not authorized; catalog row only
