brand_id	locale	surface	series_count	episode_per_series_count	priority_phase
warrior_calm_cultivation	zh_TW	podcast	3	10	V1.1_podcast_proposed
warrior_calm_cultivation	zh_CN	podcast	4	12	V1.1_podcast_proposed
spiritual_ground_supernatural	en_US	podcast	6	10	V1.1_podcast_proposed
spiritual_ground_supernatural	ja_JP	podcast	4	8	V1.1_podcast_proposed
spiritual_ground_supernatural	zh_TW	podcast	3	10	V1.1_podcast_proposed
spiritual_ground_supernatural	zh_CN	podcast	4	12	V1.1_podcast_proposed
solar_return_isekai	en_US	podcast	6	10	V1.1_podcast_proposed
solar_return_isekai	ja_JP	podcast	4	8	V1.1_podcast_proposed
solar_return_isekai	zh_TW	podcast	3	10	V1.1_podcast_proposed
solar_return_isekai	zh_CN	podcast	4	12	V1.1_podcast_proposed
legacy_builder_memoir	en_US	podcast	6	10	V1.1_podcast_proposed
legacy_builder_memoir	ja_JP	podcast	4	8	V1.1_podcast_proposed
legacy_builder_memoir	zh_TW	podcast	3	10	V1.1_podcast_proposed
legacy_builder_memoir	zh_CN	podcast	4	12	V1.1_podcast_proposed
bio_flow_healing	en_US	podcast	6	10	V1.1_podcast_proposed
bio_flow_healing	ja_JP	podcast	4	8	V1.1_podcast_proposed
bio_flow_healing	zh_TW	podcast	3	10	V1.1_podcast_proposed
bio_flow_healing	zh_CN	podcast	4	12	V1.1_podcast_proposed
longevity_lab_healing	en_US	podcast	6	10	V1.1_podcast_proposed
longevity_lab_healing	ja_JP	podcast	4	8	V1.1_podcast_proposed
longevity_lab_healing	zh_TW	podcast	3	10	V1.1_podcast_proposed
longevity_lab_healing	zh_CN	podcast	4	12	V1.1_podcast_proposed
hormone_reset_healing	en_US	podcast	6	10	V1.1_podcast_proposed
hormone_reset_healing	ja_JP	podcast	4	8	V1.1_podcast_proposed
hormone_reset_healing	zh_TW	podcast	3	10	V1.1_podcast_proposed
hormone_reset_healing	zh_CN	podcast	4	12	V1.1_podcast_proposed
qi_foundation_cultivation	en_US	podcast	6	10	V1.1_podcast_proposed
qi_foundation_cultivation	ja_JP	podcast	4	8	V1.1_podcast_proposed
qi_foundation_cultivation	zh_TW	podcast	3	10	V1.1_podcast_proposed
qi_foundation_cultivation	zh_CN	podcast	4	12	V1.1_podcast_proposed
creative_unfold_social	en_US	podcast	6	10	V1.1_podcast_proposed
creative_unfold_social	ja_JP	podcast	4	8	V1.1_podcast_proposed
creative_unfold_social	zh_TW	podcast	3	10	V1.1_podcast_proposed
creative_unfold_social	zh_CN	podcast	4	12	V1.1_podcast_proposed
calm_student_school	en_US	podcast	6	10	V1.1_podcast_proposed
calm_student_school	ja_JP	podcast	4	8	V1.1_podcast_proposed
calm_student_school	zh_TW	podcast	3	10	V1.1_podcast_proposed
calm_student_school	zh_CN	podcast	4	12	V1.1_podcast_proposed
bright_presence_tw_seinen	en_US	podcast	6	10	V1.1_podcast_proposed
bright_presence_tw_seinen	ja_JP	podcast	4	8	V1.1_podcast_proposed
bright_presence_tw_seinen	zh_TW	podcast	3	10	V1.1_podcast_proposed
bright_presence_tw_seinen	zh_CN	podcast	4	12	V1.1_podcast_proposed
