brand_id,lane_id,total_titles,series_count,standalone_count,micro_count,deep_count,wave_1_count,wave_2_count,wave_3_count
night_reset_es_es,es_ES,6,4,1,1,0,2,4,0
optimizer_es_es,es_ES,6,4,1,1,0,2,4,0
relationship_clarity_es_es,es_ES,6,4,1,1,0,2,4,0
resilient_parent_es_es,es_ES,6,4,1,1,0,2,4,0
soul_repair_es_es,es_ES,6,4,1,1,0,2,4,0
stabilizer_es_es,es_ES,6,4,1,1,0,2,4,0
still_forest_es_es,es_ES,6,4,1,1,0,2,4,0
truth_compass_es_es,es_ES,6,4,1,1,0,2,4,0
vitality_path_es_es,es_ES,6,4,1,1,0,2,4,0
zen_clarity_es_es,es_ES,6,4,1,1,0,2,4,0
adhd_forge_es_us,es_US,6,4,1,1,0,2,4,0
awakening_press_es_us,es_US,6,4,1,1,0,2,4,0
body_wisdom_es_us,es_US,6,4,1,1,0,2,4,0
career_lift_es_us,es_US,6,4,1,1,0,2,4,0
confidence_core_es_us,es_US,6,4,1,1,0,2,4,0
cosmic_edge_es_us,es_US,6,4,1,1,0,2,4,0
creative_unfold_es_us,es_US,6,4,1,1,0,2,4,0
executive_calm_es_us,es_US,6,4,1,1,0,2,4,0
gen_spark_es_us,es_US,6,4,1,1,0,2,4,0
gentle_wave_es_us,es_US,6,4,1,1,0,2,4,0
healing_ground_press_es_us,es_US,6,4,1,1,0,2,4,0
inner_light_press_es_us,es_US,6,4,1,1,0,2,4,0
iron_will_es_us,es_US,6,4,1,1,0,2,4,0
legacy_builder_es_us,es_US,6,4,1,1,0,2,4,0
night_reset_es_us,es_US,6,4,1,1,0,2,4,0
optimizer_es_us,es_US,6,4,1,1,0,2,4,0
relationship_clarity_es_us,es_US,6,4,1,1,0,2,4,0
resilient_parent_es_us,es_US,6,4,1,1,0,2,4,0
soul_repair_es_us,es_US,6,4,1,1,0,2,4,0
stabilizer_es_us,es_US,6,4,1,1,0,2,4,0
still_forest_es_us,es_US,6,4,1,1,0,2,4,0
truth_compass_es_us,es_US,6,4,1,1,0,2,4,0
vitality_path_es_us,es_US,6,4,1,1,0,2,4,0
zen_clarity_es_us,es_US,6,4,1,1,0,2,4,0
adhd_forge_fr_fr,fr_FR,18,14,2,2,0,4,14,0
awakening_press_fr_fr,fr_FR,18,14,2,2,0,4,14,0
body_wisdom_fr_fr,fr_FR,18,14,2,2,0,4,14,0
career_lift_fr_fr,fr_FR,18,14,2,2,0,4,14,0
confidence_core_fr_fr,fr_FR,18,14,2,2,0,4,14,0
cosmic_edge_fr_fr,fr_FR,18,14,2,2,0,4,14,0
creative_unfold_fr_fr,fr_FR,18,14,2,2,0,4,14,0
executive_calm_fr_fr,fr_FR,18,14,2,2,0,4,14,0
gen_spark_fr_fr,fr_FR,18,14,2,2,0,4,14,0
gentle_wave_fr_fr,fr_FR,18,14,2,2,0,4,14,0
healing_ground_press_fr_fr,fr_FR,18,14,2,2,0,4,14,0
inner_light_press_fr_fr,fr_FR,18,14,2,2,0,4,14,0
iron_will_fr_fr,fr_FR,18,14,2,2,0,4,14,0
legacy_builder_fr_fr,fr_FR,18,14,2,2,0,4,14,0
night_reset_fr_fr,fr_FR,18,14,2,2,0,4,14,0
optimizer_fr_fr,fr_FR,18,14,2,2,0,4,14,0
relationship_clarity_fr_fr,fr_FR,18,14,2,2,0,4,14,0
resilient_parent_fr_fr,fr_FR,18,14,2,2,0,4,14,0
soul_repair_fr_fr,fr_FR,18,14,2,2,0,4,14,0
stabilizer_fr_fr,fr_FR,18,14,2,2,0,4,14,0
still_forest_fr_fr,fr_FR,18,14,2,2,0,4,14,0
truth_compass_fr_fr,fr_FR,18,14,2,2,0,4,14,0
vitality_path_fr_fr,fr_FR,18,14,2,2,0,4,14,0
zen_clarity_fr_fr,fr_FR,18,14,2,2,0,4,14,0
adhd_forge_hu_hu,hu_HU,1,0,0,1,0,1,0,0
awakening_press_hu_hu,hu_HU,1,0,0,1,0,1,0,0
body_wisdom_hu_hu,hu_HU,1,0,0,1,0,1,0,0
career_lift_hu_hu,hu_HU,1,0,0,1,0,1,0,0
confidence_core_hu_hu,hu_HU,1,0,0,1,0,1,0,0
creative_unfold_hu_hu,hu_HU,1,0,0,1,0,1,0,0
executive_calm_hu_hu,hu_HU,1,0,0,1,0,1,0,0
gen_spark_hu_hu,hu_HU,1,0,0,1,0,1,0,0
gentle_wave_hu_hu,hu_HU,1,0,0,1,0,1,0,0
healing_ground_press_hu_hu,hu_HU,1,0,0,1,0,1,0,0
inner_light_press_hu_hu,hu_HU,1,0,0,1,0,1,0,0
iron_will_hu_hu,hu_HU,1,0,0,1,0,1,0,0
legacy_builder_hu_hu,hu_HU,1,0,0,1,0,1,0,0
night_reset_hu_hu,hu_HU,1,0,0,1,0,1,0,0
optimizer_hu_hu,hu_HU,1,0,0,1,0,1,0,0
relationship_clarity_hu_hu,hu_HU,1,0,0,1,0,1,0,0
resilient_parent_hu_hu,hu_HU,1,0,0,1,0,1,0,0
soul_repair_hu_hu,hu_HU,1,0,0,1,0,1,0,0
stabilizer_hu_hu,hu_HU,1,0,0,1,0,1,0,0
still_forest_hu_hu,hu_HU,1,0,0,1,0,1,0,0
truth_compass_hu_hu,hu_HU,1,0,0,1,0,1,0,0
zen_clarity_hu_hu,hu_HU,1,0,0,1,0,1,0,0
adhd_forge_it_it,it_IT,6,4,1,1,0,2,4,0
awakening_press_it_it,it_IT,6,4,1,1,0,2,4,0
body_wisdom_it_it,it_IT,6,4,1,1,0,2,4,0
career_lift_it_it,it_IT,6,4,1,1,0,2,4,0
confidence_core_it_it,it_IT,6,4,1,1,0,2,4,0
cosmic_edge_it_it,it_IT,6,4,1,1,0,2,4,0
creative_unfold_it_it,it_IT,6,4,1,1,0,2,4,0
executive_calm_it_it,it_IT,6,4,1,1,0,2,4,0
gen_spark_it_it,it_IT,6,4,1,1,0,2,4,0
gentle_wave_it_it,it_IT,6,4,1,1,0,2,4,0
healing_ground_press_it_it,it_IT,6,4,1,1,0,2,4,0
inner_light_press_it_it,it_IT,6,4,1,1,0,2,4,0
iron_will_it_it,it_IT,6,4,1,1,0,2,4,0
legacy_builder_it_it,it_IT,6,4,1,1,0,2,4,0
night_reset_it_it,it_IT,6,4,1,1,0,2,4,0
optimizer_it_it,it_IT,6,4,1,1,0,2,4,0
relationship_clarity_it_it,it_IT,6,4,1,1,0,2,4,0
resilient_parent_it_it,it_IT,6,4,1,1,0,2,4,0
soul_repair_it_it,it_IT,6,4,1,1,0,2,4,0
stabilizer_it_it,it_IT,6,4,1,1,0,2,4,0
still_forest_it_it,it_IT,6,4,1,1,0,2,4,0
truth_compass_it_it,it_IT,6,4,1,1,0,2,4,0
vitality_path_it_it,it_IT,6,4,1,1,0,2,4,0
zen_clarity_it_it,it_IT,6,4,1,1,0,2,4,0
adhd_forge_ja_jp,ja_JP,18,14,2,2,0,4,14,0
awakening_press_ja_jp,ja_JP,18,14,2,2,0,4,14,0
body_wisdom_ja_jp,ja_JP,18,14,2,2,0,4,14,0
career_lift_ja_jp,ja_JP,18,14,2,2,0,4,14,0
confidence_core_ja_jp,ja_JP,18,14,2,2,0,4,14,0
cosmic_edge_ja_jp,ja_JP,18,14,2,2,0,4,14,0
creative_unfold_ja_jp,ja_JP,18,14,2,2,0,4,14,0
executive_calm_ja_jp,ja_JP,18,14,2,2,0,4,14,0
gen_spark_ja_jp,ja_JP,18,14,2,2,0,4,14,0
gentle_wave_ja_jp,ja_JP,18,14,2,2,0,4,14,0
healing_ground_press_ja_jp,ja_JP,18,14,2,2,0,4,14,0
inner_light_press_ja_jp,ja_JP,18,14,2,2,0,4,14,0
iron_will_ja_jp,ja_JP,18,14,2,2,0,4,14,0
legacy_builder_ja_jp,ja_JP,18,14,2,2,0,4,14,0
night_reset_ja_jp,ja_JP,18,14,2,2,0,4,14,0
optimizer_ja_jp,ja_JP,18,14,2,2,0,4,14,0
relationship_clarity_ja_jp,ja_JP,18,14,2,2,0,4,14,0
resilient_parent_ja_jp,ja_JP,18,14,2,2,0,4,14,0
soul_repair_ja_jp,ja_JP,18,14,2,2,0,4,14,0
stabilizer_ja_jp,ja_JP,18,14,2,2,0,4,14,0
still_forest_ja_jp,ja_JP,18,14,2,2,0,4,14,0
truth_compass_ja_jp,ja_JP,18,14,2,2,0,4,14,0
vitality_path_ja_jp,ja_JP,18,14,2,2,0,4,14,0
zen_clarity_ja_jp,ja_JP,18,14,2,2,0,4,14,0
adhd_forge_ko_kr,ko_KR,18,14,2,2,0,4,14,0
awakening_press_ko_kr,ko_KR,18,14,2,2,0,4,14,0
body_wisdom_ko_kr,ko_KR,18,14,2,2,0,4,14,0
career_lift_ko_kr,ko_KR,18,14,2,2,0,4,14,0
confidence_core_ko_kr,ko_KR,18,14,2,2,0,4,14,0
cosmic_edge_ko_kr,ko_KR,18,14,2,2,0,4,14,0
creative_unfold_ko_kr,ko_KR,18,14,2,2,0,4,14,0
executive_calm_ko_kr,ko_KR,18,14,2,2,0,4,14,0
gen_spark_ko_kr,ko_KR,18,14,2,2,0,4,14,0
gentle_wave_ko_kr,ko_KR,18,14,2,2,0,4,14,0
healing_ground_press_ko_kr,ko_KR,18,14,2,2,0,4,14,0
inner_light_press_ko_kr,ko_KR,18,14,2,2,0,4,14,0
iron_will_ko_kr,ko_KR,18,14,2,2,0,4,14,0
legacy_builder_ko_kr,ko_KR,18,14,2,2,0,4,14,0
night_reset_ko_kr,ko_KR,18,14,2,2,0,4,14,0
optimizer_ko_kr,ko_KR,18,14,2,2,0,4,14,0
relationship_clarity_ko_kr,ko_KR,18,14,2,2,0,4,14,0
resilient_parent_ko_kr,ko_KR,18,14,2,2,0,4,14,0
soul_repair_ko_kr,ko_KR,18,14,2,2,0,4,14,0
stabilizer_ko_kr,ko_KR,18,14,2,2,0,4,14,0
still_forest_ko_kr,ko_KR,18,14,2,2,0,4,14,0
truth_compass_ko_kr,ko_KR,18,14,2,2,0,4,14,0
vitality_path_ko_kr,ko_KR,18,14,2,2,0,4,14,0
zen_clarity_ko_kr,ko_KR,18,14,2,2,0,4,14,0
adhd_forge_zh_cn,zh_CN,6,4,1,1,0,2,4,0
awakening_press_zh_cn,zh_CN,6,4,1,1,0,2,4,0
body_wisdom_zh_cn,zh_CN,6,4,1,1,0,2,4,0
career_lift_zh_cn,zh_CN,6,4,1,1,0,2,4,0
confidence_core_zh_cn,zh_CN,6,4,1,1,0,2,4,0
cosmic_edge_zh_cn,zh_CN,6,4,1,1,0,2,4,0
creative_unfold_zh_cn,zh_CN,6,4,1,1,0,2,4,0
executive_calm_zh_cn,zh_CN,6,4,1,1,0,2,4,0
gen_spark_zh_cn,zh_CN,6,4,1,1,0,2,4,0
gentle_wave_zh_cn,zh_CN,6,4,1,1,0,2,4,0
healing_ground_press_zh_cn,zh_CN,6,4,1,1,0,2,4,0
inner_light_press_zh_cn,zh_CN,6,4,1,1,0,2,4,0
iron_will_zh_cn,zh_CN,6,4,1,1,0,2,4,0
legacy_builder_zh_cn,zh_CN,6,4,1,1,0,2,4,0
night_reset_zh_cn,zh_CN,6,4,1,1,0,2,4,0
optimizer_zh_cn,zh_CN,6,4,1,1,0,2,4,0
relationship_clarity_zh_cn,zh_CN,6,4,1,1,0,2,4,0
resilient_parent_zh_cn,zh_CN,6,4,1,1,0,2,4,0
soul_repair_zh_cn,zh_CN,6,4,1,1,0,2,4,0
stabilizer_zh_cn,zh_CN,6,4,1,1,0,2,4,0
still_forest_zh_cn,zh_CN,6,4,1,1,0,2,4,0
truth_compass_zh_cn,zh_CN,6,4,1,1,0,2,4,0
vitality_path_zh_cn,zh_CN,6,4,1,1,0,2,4,0
zen_clarity_zh_cn,zh_CN,6,4,1,1,0,2,4,0
adhd_forge_zh_hk,zh_HK,6,4,1,1,0,2,4,0
awakening_press_zh_hk,zh_HK,6,4,1,1,0,2,4,0
body_wisdom_zh_hk,zh_HK,6,4,1,1,0,2,4,0
career_lift_zh_hk,zh_HK,6,4,1,1,0,2,4,0
confidence_core_zh_hk,zh_HK,6,4,1,1,0,2,4,0
cosmic_edge_zh_hk,zh_HK,6,4,1,1,0,2,4,0
creative_unfold_zh_hk,zh_HK,6,4,1,1,0,2,4,0
executive_calm_zh_hk,zh_HK,6,4,1,1,0,2,4,0
gen_spark_zh_hk,zh_HK,6,4,1,1,0,2,4,0
gentle_wave_zh_hk,zh_HK,6,4,1,1,0,2,4,0
healing_ground_press_zh_hk,zh_HK,6,4,1,1,0,2,4,0
inner_light_press_zh_hk,zh_HK,6,4,1,1,0,2,4,0
iron_will_zh_hk,zh_HK,6,4,1,1,0,2,4,0
legacy_builder_zh_hk,zh_HK,6,4,1,1,0,2,4,0
night_reset_zh_hk,zh_HK,6,4,1,1,0,2,4,0
optimizer_zh_hk,zh_HK,6,4,1,1,0,2,4,0
relationship_clarity_zh_hk,zh_HK,6,4,1,1,0,2,4,0
resilient_parent_zh_hk,zh_HK,6,4,1,1,0,2,4,0
soul_repair_zh_hk,zh_HK,6,4,1,1,0,2,4,0
stabilizer_zh_hk,zh_HK,6,4,1,1,0,2,4,0
still_forest_zh_hk,zh_HK,6,4,1,1,0,2,4,0
truth_compass_zh_hk,zh_HK,6,4,1,1,0,2,4,0
vitality_path_zh_hk,zh_HK,6,4,1,1,0,2,4,0
zen_clarity_zh_hk,zh_HK,6,4,1,1,0,2,4,0
adhd_forge_zh_sg,zh_SG,1,0,0,1,0,1,0,0
awakening_press_zh_sg,zh_SG,1,0,0,1,0,1,0,0
body_wisdom_zh_sg,zh_SG,1,0,0,1,0,1,0,0
career_lift_zh_sg,zh_SG,1,0,0,1,0,1,0,0
confidence_core_zh_sg,zh_SG,1,0,0,1,0,1,0,0
cosmic_edge_zh_sg,zh_SG,1,0,0,1,0,1,0,0
creative_unfold_zh_sg,zh_SG,1,0,0,1,0,1,0,0
executive_calm_zh_sg,zh_SG,1,0,0,1,0,1,0,0
gen_spark_zh_sg,zh_SG,1,0,0,1,0,1,0,0
gentle_wave_zh_sg,zh_SG,1,0,0,1,0,1,0,0
healing_ground_press_zh_sg,zh_SG,1,0,0,1,0,1,0,0
inner_light_press_zh_sg,zh_SG,1,0,0,1,0,1,0,0
iron_will_zh_sg,zh_SG,1,0,0,1,0,1,0,0
legacy_builder_zh_sg,zh_SG,1,0,0,1,0,1,0,0
night_reset_zh_sg,zh_SG,1,0,0,1,0,1,0,0
optimizer_zh_sg,zh_SG,1,0,0,1,0,1,0,0
relationship_clarity_zh_sg,zh_SG,1,0,0,1,0,1,0,0
resilient_parent_zh_sg,zh_SG,1,0,0,1,0,1,0,0
soul_repair_zh_sg,zh_SG,1,0,0,1,0,1,0,0
stabilizer_zh_sg,zh_SG,1,0,0,1,0,1,0,0
still_forest_zh_sg,zh_SG,1,0,0,1,0,1,0,0
truth_compass_zh_sg,zh_SG,1,0,0,1,0,1,0,0
vitality_path_zh_sg,zh_SG,1,0,0,1,0,1,0,0
zen_clarity_zh_sg,zh_SG,1,0,0,1,0,1,0,0
adhd_forge_zh_tw,zh_TW,6,4,1,1,0,2,4,0
awakening_press_zh_tw,zh_TW,6,4,1,1,0,2,4,0
body_wisdom_zh_tw,zh_TW,6,4,1,1,0,2,4,0
career_lift_zh_tw,zh_TW,6,4,1,1,0,2,4,0
confidence_core_zh_tw,zh_TW,6,4,1,1,0,2,4,0
cosmic_edge_zh_tw,zh_TW,6,4,1,1,0,2,4,0
creative_unfold_zh_tw,zh_TW,6,4,1,1,0,2,4,0
executive_calm_zh_tw,zh_TW,6,4,1,1,0,2,4,0
gen_spark_zh_tw,zh_TW,6,4,1,1,0,2,4,0
gentle_wave_zh_tw,zh_TW,6,4,1,1,0,2,4,0
healing_ground_press_zh_tw,zh_TW,6,4,1,1,0,2,4,0
inner_light_press_zh_tw,zh_TW,6,4,1,1,0,2,4,0
iron_will_zh_tw,zh_TW,6,4,1,1,0,2,4,0
legacy_builder_zh_tw,zh_TW,6,4,1,1,0,2,4,0
night_reset_zh_tw,zh_TW,6,4,1,1,0,2,4,0
optimizer_zh_tw,zh_TW,6,4,1,1,0,2,4,0
relationship_clarity_zh_tw,zh_TW,6,4,1,1,0,2,4,0
resilient_parent_zh_tw,zh_TW,6,4,1,1,0,2,4,0
soul_repair_zh_tw,zh_TW,6,4,1,1,0,2,4,0
stabilizer_zh_tw,zh_TW,6,4,1,1,0,2,4,0
still_forest_zh_tw,zh_TW,6,4,1,1,0,2,4,0
truth_compass_zh_tw,zh_TW,6,4,1,1,0,2,4,0
vitality_path_zh_tw,zh_TW,6,4,1,1,0,2,4,0
zen_clarity_zh_tw,zh_TW,6,4,1,1,0,2,4,0
