manifest_row_id	source_bank	source_file	atom_id	atom_family	locale	topic	persona	platform_fit	surface_fit	promotion_class	operator_approval	native_review_required	weekly_refresh_required	target_path	target_review_status	production_ready	promotion_action	blockers	expiration_or_review_by	notes
CAND-0011	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-ME-02	MECHANISM_EXPLAINER	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0012	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-ME-03	MECHANISM_EXPLAINER	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0013	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-R-01	REFRAME	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0014	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-R-02	REFRAME	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0015	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-R-03	REFRAME	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0016	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-TS-01	TOOL_STEP	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0017	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-TS-02	TOOL_STEP	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0018	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-TS-03	TOOL_STEP	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0019	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-SP-01	SAVEABLE_PAYOFF	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0020	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-SP-02	SAVEABLE_PAYOFF	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0021	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-SP-03	SAVEABLE_PAYOFF	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0022	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-CA-01	CTA_ANCHOR	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0023	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-CA-02	CTA_ANCHOR	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0024	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-CA-03	CTA_ANCHOR	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0025	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-B-01	BRIDGE	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0026	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-B-02	BRIDGE	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0027	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-CORP-B-03	BRIDGE	en-US	burnout	corporate_managers	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0028	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-HC-01	HOOK_COVER	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0029	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-HC-02	HOOK_COVER	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0030	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-HC-03	HOOK_COVER	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0031	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-SS-01	SOMATIC_SETUP	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0032	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-SS-02	SOMATIC_SETUP	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0033	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-SS-03	SOMATIC_SETUP	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0034	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-PA-01	PROBLEM_AGITATION	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0035	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-PA-02	PROBLEM_AGITATION	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0036	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-PA-03	PROBLEM_AGITATION	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0037	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-ME-01	MECHANISM_EXPLAINER	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
CAND-0038	evergreen_en_us_atoms	artifacts/social_media_atoms/pearl_social_media_writer_20260718/evergreen_en_us_atoms.jsonl	EVG-ENUS-BURN-GEN_-ME-02	MECHANISM_EXPLAINER	en-US	burnout	gen_z_professionals	instagram;facebook;linkedin;tiktok_reels_shorts;youtube;pinterest;x;threads;google_business	static_caption;carousel;thread;short_video_script;business_update	operator_approved_evergreen_en_us_candidate	operator_approved_in_chat_2026-07-18	no	no	SOURCE_OF_TRUTH/social_media_atoms/evergreen_en_us_atoms.jsonl	reviewed_candidate	no	prepare_only_copy_after_separate_git_authorization	none_for_candidate_review;no_live_publish_authorized	operator_review_complete_2026-07-18	Candidate separated from native-review rows; original proof-root atom remains unchanged.
