path	persona_pool	topic	atom_label	final_defect_class	priority	priority_weight_locale_count	locales_gated_on_en_fix	locales_with_existing_content	locales_not_yet_localized	flagged_by
atoms/educators/compassion_fatigue/COMPRESSION/locales/zh-TW/CANONICAL.txt	educators	compassion_fatigue	COMPRESSION	STUB_MAJORITY_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:UNTRANSLATED_ENGLISH/EN_CLEAN_ZH_CORRUPTED;PR93_triage:STUB_MAJORITY_EMPTY;retranslation_chunk2or6_native_find
atoms/educators/imposter_syndrome/REFLECTION/locales/zh-TW/CANONICAL.txt	educators	imposter_syndrome	REFLECTION	META_COMMENTARY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:META_COMMENTARY/EN_ALSO_CORRUPTED
atoms/educators/social_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt	educators	social_anxiety	REFLECTION	STUB_MAJORITY_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:UNCLEAR_MIXED/EN_CLEAN_ZH_CORRUPTED;PR93_triage:AUTHORED_CANDIDATE
atoms/entrepreneurs/compassion_fatigue/watcher/locales/zh-TW/CANONICAL.txt	entrepreneurs	compassion_fatigue	watcher	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED;PR93_triage:PARTIAL_SOME_EMPTY
atoms/first_responders/burnout/HOOK/locales/zh-TW/CANONICAL.txt	first_responders	burnout	HOOK	STUB_MAJORITY_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,ko-KR	-	zh-CN,zh-HK,zh-SG	corruption_scan:UNTRANSLATED_ENGLISH/EN_CLEAN_ZH_CORRUPTED;PR93_triage:AUTHORED_LOW_BODY_CJK;retranslation_chunk2or6_native_find
atoms/gen_alpha_students/compassion_fatigue/COMPRESSION/locales/zh-TW/CANONICAL.txt	gen_alpha_students	compassion_fatigue	COMPRESSION	STUB_MAJORITY_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:UNTRANSLATED_ENGLISH/EN_CLEAN_ZH_CORRUPTED;PR93_triage:STUB_MAJORITY_EMPTY;retranslation_chunk3-4-5-8_tracker_doc
atoms/gen_x_sandwich/burnout/HOOK/locales/zh-TW/CANONICAL.txt	gen_x_sandwich	burnout	HOOK	STUB_MAJORITY_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,ko-KR	-	zh-CN,zh-HK,zh-SG	corruption_scan:UNTRANSLATED_ENGLISH/EN_CLEAN_ZH_CORRUPTED;PR93_triage:AUTHORED_LOW_BODY_CJK;retranslation_chunk3-4-5-8_tracker_doc
atoms/gen_z_professionals/boundaries/REFLECTION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	boundaries	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	burnout	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/burnout/grief/locales/zh-TW/CANONICAL.txt	gen_z_professionals	burnout	grief	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/burnout/overwhelm/locales/zh-TW/CANONICAL.txt	gen_z_professionals	burnout	overwhelm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/burnout/watcher/locales/zh-TW/CANONICAL.txt	gen_z_professionals	burnout	watcher	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	compassion_fatigue	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	financial_anxiety	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/financial_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	gen_z_professionals	financial_anxiety	overwhelm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt	gen_z_professionals	financial_anxiety	shame	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/financial_anxiety/spiral/locales/zh-TW/CANONICAL.txt	gen_z_professionals	financial_anxiety	spiral	PARTIAL_SOME_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_CLEAN_ZH_CORRUPTED;retranslation_chunk3-4-5-8_tracker_doc
atoms/gen_z_professionals/grief/REFLECTION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	grief	REFLECTION	PARTIAL_SOME_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_CLEAN_ZH_CORRUPTED
atoms/gen_z_professionals/imposter_syndrome/INTEGRATION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	imposter_syndrome	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/imposter_syndrome/comparison/locales/zh-TW/CANONICAL.txt	gen_z_professionals	imposter_syndrome	comparison	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/imposter_syndrome/shame/locales/zh-TW/CANONICAL.txt	gen_z_professionals	imposter_syndrome	shame	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	self_worth	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/sleep_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	gen_z_professionals	sleep_anxiety	false_alarm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/sleep_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	gen_z_professionals	sleep_anxiety	overwhelm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/sleep_anxiety/spiral/locales/zh-TW/CANONICAL.txt	gen_z_professionals	sleep_anxiety	spiral	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	social_anxiety	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/social_anxiety/comparison/locales/zh-TW/CANONICAL.txt	gen_z_professionals	social_anxiety	comparison	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/social_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	gen_z_professionals	social_anxiety	false_alarm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/social_anxiety/shame/locales/zh-TW/CANONICAL.txt	gen_z_professionals	social_anxiety	shame	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt	gen_z_professionals	somatic_healing	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_professionals/somatic_healing/overwhelm/locales/zh-TW/CANONICAL.txt	gen_z_professionals	somatic_healing	overwhelm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED;PR93_triage:PARTIAL_SOME_EMPTY
atoms/gen_z_professionals/somatic_healing/watcher/locales/zh-TW/CANONICAL.txt	gen_z_professionals	somatic_healing	watcher	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/gen_z_student/financial_stress/COMPRESSION/locales/zh-TW/CANONICAL.txt	gen_z_student	financial_stress	COMPRESSION	STUB_MAJORITY_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	PR93_triage:PARTIAL_SOME_EMPTY
atoms/healthcare_rns/boundaries/REFLECTION/locales/zh-TW/CANONICAL.txt	healthcare_rns	boundaries	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt	healthcare_rns	burnout	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/burnout/grief/locales/zh-TW/CANONICAL.txt	healthcare_rns	burnout	grief	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/burnout/overwhelm/locales/zh-TW/CANONICAL.txt	healthcare_rns	burnout	overwhelm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/burnout/watcher/locales/zh-TW/CANONICAL.txt	healthcare_rns	burnout	watcher	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/courage/REFLECTION/locales/zh-TW/CANONICAL.txt	healthcare_rns	courage	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/depression/REFLECTION/locales/zh-TW/CANONICAL.txt	healthcare_rns	depression	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	healthcare_rns	financial_anxiety	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/financial_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	healthcare_rns	financial_anxiety	overwhelm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED;PR93_triage:PARTIAL_SOME_EMPTY
atoms/healthcare_rns/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt	healthcare_rns	financial_anxiety	shame	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/financial_anxiety/spiral/locales/zh-TW/CANONICAL.txt	healthcare_rns	financial_anxiety	spiral	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED;PR93_triage:PARTIAL_SOME_EMPTY
atoms/healthcare_rns/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt	healthcare_rns	financial_stress	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/financial_stress/grief/locales/zh-TW/CANONICAL.txt	healthcare_rns	financial_stress	grief	PARTIAL_SOME_EMPTY	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:UNTRANSLATED_ENGLISH/EN_CLEAN_ZH_CORRUPTED
atoms/healthcare_rns/grief/REFLECTION/locales/zh-TW/CANONICAL.txt	healthcare_rns	grief	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/imposter_syndrome/INTEGRATION/locales/zh-TW/CANONICAL.txt	healthcare_rns	imposter_syndrome	INTEGRATION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/imposter_syndrome/comparison/locales/zh-TW/CANONICAL.txt	healthcare_rns	imposter_syndrome	comparison	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED;PR93_triage:PARTIAL_SOME_EMPTY
atoms/healthcare_rns/imposter_syndrome/shame/locales/zh-TW/CANONICAL.txt	healthcare_rns	imposter_syndrome	shame	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt	healthcare_rns	overthinking	false_alarm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/overthinking/spiral/locales/zh-TW/CANONICAL.txt	healthcare_rns	overthinking	spiral	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/overthinking/watcher/locales/zh-TW/CANONICAL.txt	healthcare_rns	overthinking	watcher	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED;PR93_triage:PARTIAL_SOME_EMPTY
atoms/healthcare_rns/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt	healthcare_rns	self_worth	REFLECTION	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/sleep_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	healthcare_rns	sleep_anxiety	false_alarm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/sleep_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	healthcare_rns	sleep_anxiety	overwhelm	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
atoms/healthcare_rns/sleep_anxiety/spiral/locales/zh-TW/CANONICAL.txt	healthcare_rns	sleep_anxiety	spiral	EMPTY_STUB	P0_MULTI_LOCALE_BLOCKED	3	zh-TW,ja-JP,zh-CN	-	ko-KR,zh-HK,zh-SG	corruption_scan:EMPTY_STUB/EN_ALSO_CORRUPTED
