brand_id	locale	surface	series_count	episode_per_series_count	priority_phase
sleep_restoration_iyashikei	zh_CN	ebook	5	5	V1.0_matrix_confirmed
sleep_restoration_iyashikei	zh_CN	manga	8	24	V1.0_matrix_confirmed
somatic_wisdom_shojo	en_US	ebook	5	5	V1.0_matrix_confirmed
somatic_wisdom_shojo	en_US	manga	8	24	V1.0_matrix_confirmed
somatic_wisdom_shojo	ja_JP	ebook	5	5	V1.0_matrix_confirmed
somatic_wisdom_shojo	ja_JP	manga	8	24	V1.0_matrix_confirmed
somatic_wisdom_shojo	zh_TW	ebook	5	5	V1.0_matrix_confirmed
somatic_wisdom_shojo	zh_TW	manga	8	24	V1.0_matrix_confirmed
somatic_wisdom_shojo	zh_CN	ebook	5	5	V1.0_matrix_confirmed
somatic_wisdom_shojo	zh_CN	manga	8	24	V1.0_matrix_confirmed
relational_calm_iyashikei	en_US	ebook	5	5	V1.0_matrix_confirmed
relational_calm_iyashikei	en_US	manga	8	24	V1.0_matrix_confirmed
relational_calm_iyashikei	ja_JP	ebook	5	5	V1.0_matrix_confirmed
relational_calm_iyashikei	ja_JP	manga	8	24	V1.0_matrix_confirmed
relational_calm_iyashikei	zh_TW	ebook	5	5	V1.0_matrix_confirmed
relational_calm_iyashikei	zh_TW	manga	8	24	V1.0_matrix_confirmed
relational_calm_iyashikei	zh_CN	ebook	5	5	V1.0_matrix_confirmed
relational_calm_iyashikei	zh_CN	manga	8	24	V1.0_matrix_confirmed
body_memory_shojo	en_US	ebook	5	5	V1.0_matrix_confirmed
body_memory_shojo	en_US	manga	8	24	V1.0_matrix_confirmed
body_memory_shojo	ja_JP	ebook	5	5	V1.0_matrix_confirmed
body_memory_shojo	ja_JP	manga	8	24	V1.0_matrix_confirmed
body_memory_shojo	zh_TW	ebook	5	5	V1.0_matrix_confirmed
body_memory_shojo	zh_TW	manga	8	24	V1.0_matrix_confirmed
body_memory_shojo	zh_CN	ebook	5	5	V1.0_matrix_confirmed
body_memory_shojo	zh_CN	manga	8	24	V1.0_matrix_confirmed
heart_balance_shojo	en_US	ebook	5	5	V1.0_matrix_confirmed
heart_balance_shojo	en_US	manga	8	24	V1.0_matrix_confirmed
heart_balance_shojo	ja_JP	ebook	5	5	V1.0_matrix_confirmed
heart_balance_shojo	ja_JP	manga	8	24	V1.0_matrix_confirmed
heart_balance_shojo	zh_TW	ebook	5	5	V1.0_matrix_confirmed
heart_balance_shojo	zh_TW	manga	8	24	V1.0_matrix_confirmed
heart_balance_shojo	zh_CN	ebook	5	5	V1.0_matrix_confirmed
heart_balance_shojo	zh_CN	manga	8	24	V1.0_matrix_confirmed
devotion_path_shonen	en_US	ebook	5	5	V1.0_matrix_confirmed
devotion_path_shonen	en_US	manga	4	24	V1.0_matrix_confirmed
devotion_path_shonen	ja_JP	ebook	5	5	V1.0_matrix_confirmed
devotion_path_shonen	ja_JP	manga	4	24	V1.0_matrix_confirmed
devotion_path_shonen	zh_TW	ebook	5	5	V1.0_matrix_confirmed
devotion_path_shonen	zh_TW	manga	4	24	V1.0_matrix_confirmed
devotion_path_shonen	zh_CN	ebook	5	5	V1.0_matrix_confirmed
devotion_path_shonen	zh_CN	manga	4	24	V1.0_matrix_confirmed
warrior_calm_cultivation	en_US	ebook	5	5	V1.0_matrix_confirmed
warrior_calm_cultivation	en_US	manga	4	24	V1.0_matrix_confirmed
warrior_calm_cultivation	ja_JP	ebook	5	5	V1.0_matrix_confirmed
warrior_calm_cultivation	ja_JP	manga	4	24	V1.0_matrix_confirmed
warrior_calm_cultivation	zh_TW	ebook	5	5	V1.0_matrix_confirmed
warrior_calm_cultivation	zh_TW	manga	4	24	V1.0_matrix_confirmed
warrior_calm_cultivation	zh_CN	ebook	5	5	V1.0_matrix_confirmed
warrior_calm_cultivation	zh_CN	manga	4	24	V1.0_matrix_confirmed
solar_return_isekai	en_US	ebook	5	5	V1.0_matrix_confirmed
solar_return_isekai	en_US	manga	4	24	V1.0_matrix_confirmed
solar_return_isekai	ja_JP	ebook	5	5	V1.0_matrix_confirmed
solar_return_isekai	ja_JP	manga	4	24	V1.0_matrix_confirmed
solar_return_isekai	zh_TW	ebook	5	5	V1.0_matrix_confirmed
solar_return_isekai	zh_TW	manga	4	24	V1.0_matrix_confirmed
solar_return_isekai	zh_CN	ebook	5	5	V1.0_matrix_confirmed
solar_return_isekai	zh_CN	manga	4	24	V1.0_matrix_confirmed
qi_foundation_cultivation	en_US	ebook	5	5	V1.0_matrix_confirmed
qi_foundation_cultivation	en_US	manga	4	24	V1.0_matrix_confirmed
qi_foundation_cultivation	ja_JP	ebook	5	5	V1.0_matrix_confirmed
qi_foundation_cultivation	ja_JP	manga	4	24	V1.0_matrix_confirmed
qi_foundation_cultivation	zh_TW	ebook	5	5	V1.0_matrix_confirmed
qi_foundation_cultivation	zh_TW	manga	4	24	V1.0_matrix_confirmed
qi_foundation_cultivation	zh_CN	ebook	5	5	V1.0_matrix_confirmed
qi_foundation_cultivation	zh_CN	manga	4	24	V1.0_matrix_confirmed
healing_ground_healing	en_US	ebook	5	5	V1.1_proposed
healing_ground_healing	en_US	manga	5	5	V1.1_proposed
healing_ground_healing	ja_JP	ebook	5	5	V1.1_proposed
healing_ground_healing	ja_JP	manga	5	5	V1.1_proposed
healing_ground_healing	zh_TW	ebook	5	5	V1.1_proposed
healing_ground_healing	zh_TW	manga	5	5	V1.1_proposed
healing_ground_healing	zh_CN	ebook	5	5	V1.1_proposed
healing_ground_healing	zh_CN	manga	5	5	V1.1_proposed
minimal_mind_healing	en_US	ebook	5	5	V1.1_proposed
minimal_mind_healing	en_US	manga	5	5	V1.1_proposed
minimal_mind_healing	ja_JP	ebook	5	5	V1.1_proposed
minimal_mind_healing	ja_JP	manga	5	5	V1.1_proposed
minimal_mind_healing	zh_TW	ebook	5	5	V1.1_proposed
minimal_mind_healing	zh_TW	manga	5	5	V1.1_proposed
minimal_mind_healing	zh_CN	ebook	5	5	V1.1_proposed
minimal_mind_healing	zh_CN	manga	5	5	V1.1_proposed
night_reset_healing	en_US	ebook	5	5	V1.1_proposed
night_reset_healing	en_US	manga	5	5	V1.1_proposed
night_reset_healing	ja_JP	ebook	5	5	V1.1_proposed
night_reset_healing	ja_JP	manga	5	5	V1.1_proposed
night_reset_healing	zh_TW	ebook	5	5	V1.1_proposed
night_reset_healing	zh_TW	manga	5	5	V1.1_proposed
night_reset_healing	zh_CN	ebook	5	5	V1.1_proposed
night_reset_healing	zh_CN	manga	5	5	V1.1_proposed
gentle_growth_healing	en_US	ebook	5	5	V1.1_proposed
gentle_growth_healing	en_US	manga	5	5	V1.1_proposed
gentle_growth_healing	ja_JP	ebook	5	5	V1.1_proposed
gentle_growth_healing	ja_JP	manga	5	5	V1.1_proposed
gentle_growth_healing	zh_TW	ebook	5	5	V1.1_proposed
gentle_growth_healing	zh_TW	manga	5	5	V1.1_proposed
gentle_growth_healing	zh_CN	ebook	5	5	V1.1_proposed
gentle_growth_healing	zh_CN	manga	5	5	V1.1_proposed
stabilizer_healing	en_US	ebook	5	5	V1.1_proposed
stabilizer_healing	en_US	manga	5	5	V1.1_proposed
stabilizer_healing	ja_JP	ebook	5	5	V1.1_proposed
stabilizer_healing	ja_JP	manga	5	5	V1.1_proposed
stabilizer_healing	zh_TW	ebook	5	5	V1.1_proposed
stabilizer_healing	zh_TW	manga	5	5	V1.1_proposed
stabilizer_healing	zh_CN	ebook	5	5	V1.1_proposed
stabilizer_healing	zh_CN	manga	5	5	V1.1_proposed
career_lift_workplace	en_US	ebook	5	5	V1.1_proposed
career_lift_workplace	en_US	manga	5	5	V1.1_proposed
career_lift_workplace	ja_JP	ebook	5	5	V1.1_proposed
career_lift_workplace	ja_JP	manga	5	5	V1.1_proposed
career_lift_workplace	zh_TW	ebook	5	5	V1.1_proposed
career_lift_workplace	zh_TW	manga	5	5	V1.1_proposed
career_lift_workplace	zh_CN	ebook	5	5	V1.1_proposed
career_lift_workplace	zh_CN	manga	5	5	V1.1_proposed
high_performer_workplace	en_US	ebook	5	5	V1.1_proposed
high_performer_workplace	en_US	manga	5	5	V1.1_proposed
high_performer_workplace	ja_JP	ebook	5	5	V1.1_proposed
high_performer_workplace	ja_JP	manga	5	5	V1.1_proposed
high_performer_workplace	zh_TW	ebook	5	5	V1.1_proposed
high_performer_workplace	zh_TW	manga	5	5	V1.1_proposed
high_performer_workplace	zh_CN	ebook	5	5	V1.1_proposed
high_performer_workplace	zh_CN	manga	5	5	V1.1_proposed
executive_calm_workplace	en_US	ebook	5	5	V1.1_proposed
executive_calm_workplace	en_US	manga	5	5	V1.1_proposed
executive_calm_workplace	ja_JP	ebook	5	5	V1.1_proposed
executive_calm_workplace	ja_JP	manga	5	5	V1.1_proposed
executive_calm_workplace	zh_TW	ebook	5	5	V1.1_proposed
executive_calm_workplace	zh_TW	manga	5	5	V1.1_proposed
executive_calm_workplace	zh_CN	ebook	5	5	V1.1_proposed
executive_calm_workplace	zh_CN	manga	5	5	V1.1_proposed
morning_momentum_workplace	en_US	ebook	5	5	V1.1_proposed
morning_momentum_workplace	en_US	manga	5	5	V1.1_proposed
morning_momentum_workplace	ja_JP	ebook	5	5	V1.1_proposed
morning_momentum_workplace	ja_JP	manga	5	5	V1.1_proposed
morning_momentum_workplace	zh_TW	ebook	5	5	V1.1_proposed
morning_momentum_workplace	zh_TW	manga	5	5	V1.1_proposed
morning_momentum_workplace	zh_CN	ebook	5	5	V1.1_proposed
morning_momentum_workplace	zh_CN	manga	5	5	V1.1_proposed
optimizer_workplace	en_US	ebook	5	5	V1.1_proposed
optimizer_workplace	en_US	manga	5	5	V1.1_proposed
optimizer_workplace	ja_JP	ebook	5	5	V1.1_proposed
optimizer_workplace	ja_JP	manga	5	5	V1.1_proposed
optimizer_workplace	zh_TW	ebook	5	5	V1.1_proposed
optimizer_workplace	zh_TW	manga	5	5	V1.1_proposed
optimizer_workplace	zh_CN	ebook	5	5	V1.1_proposed
optimizer_workplace	zh_CN	manga	5	5	V1.1_proposed
focus_sprint_workplace	en_US	ebook	5	5	V1.1_proposed
focus_sprint_workplace	en_US	manga	5	5	V1.1_proposed
focus_sprint_workplace	ja_JP	ebook	5	5	V1.1_proposed
focus_sprint_workplace	ja_JP	manga	5	5	V1.1_proposed
focus_sprint_workplace	zh_TW	ebook	5	5	V1.1_proposed
focus_sprint_workplace	zh_TW	manga	5	5	V1.1_proposed
focus_sprint_workplace	zh_CN	ebook	5	5	V1.1_proposed
focus_sprint_workplace	zh_CN	manga	5	5	V1.1_proposed
trauma_path_healing	en_US	ebook	5	5	V1.1_proposed
trauma_path_healing	en_US	manga	5	5	V1.1_proposed
trauma_path_healing	ja_JP	ebook	5	5	V1.1_proposed
trauma_path_healing	ja_JP	manga	5	5	V1.1_proposed
trauma_path_healing	zh_TW	ebook	5	5	V1.1_proposed
trauma_path_healing	zh_TW	manga	5	5	V1.1_proposed
trauma_path_healing	zh_CN	ebook	5	5	V1.1_proposed
trauma_path_healing	zh_CN	manga	5	5	V1.1_proposed
resilient_parent_social	en_US	ebook	5	5	V1.1_proposed
resilient_parent_social	en_US	manga	5	5	V1.1_proposed
resilient_parent_social	ja_JP	ebook	5	5	V1.1_proposed
resilient_parent_social	ja_JP	manga	5	5	V1.1_proposed
resilient_parent_social	zh_TW	ebook	5	5	V1.1_proposed
resilient_parent_social	zh_TW	manga	5	5	V1.1_proposed
resilient_parent_social	zh_CN	ebook	5	5	V1.1_proposed
resilient_parent_social	zh_CN	manga	5	5	V1.1_proposed
confidence_core_romance	en_US	ebook	5	5	V1.1_proposed
confidence_core_romance	en_US	manga	5	5	V1.1_proposed
confidence_core_romance	ja_JP	ebook	5	5	V1.1_proposed
confidence_core_romance	ja_JP	manga	5	5	V1.1_proposed
confidence_core_romance	zh_TW	ebook	5	5	V1.1_proposed
confidence_core_romance	zh_TW	manga	5	5	V1.1_proposed
confidence_core_romance	zh_CN	ebook	5	5	V1.1_proposed
confidence_core_romance	zh_CN	manga	5	5	V1.1_proposed
relationship_clarity_romance	en_US	ebook	5	5	V1.1_proposed
relationship_clarity_romance	en_US	manga	5	5	V1.1_proposed
relationship_clarity_romance	ja_JP	ebook	5	5	V1.1_proposed
relationship_clarity_romance	ja_JP	manga	5	5	V1.1_proposed
relationship_clarity_romance	zh_TW	ebook	5	5	V1.1_proposed
relationship_clarity_romance	zh_TW	manga	5	5	V1.1_proposed
relationship_clarity_romance	zh_CN	ebook	5	5	V1.1_proposed
relationship_clarity_romance	zh_CN	manga	5	5	V1.1_proposed
adhd_forge_mystery	en_US	ebook	5	5	V1.1_proposed
adhd_forge_mystery	en_US	manga	5	5	V1.1_proposed
adhd_forge_mystery	ja_JP	ebook	5	5	V1.1_proposed
adhd_forge_mystery	ja_JP	manga	5	5	V1.1_proposed
adhd_forge_mystery	zh_TW	ebook	5	5	V1.1_proposed
adhd_forge_mystery	zh_TW	manga	5	5	V1.1_proposed
adhd_forge_mystery	zh_CN	ebook	5	5	V1.1_proposed
adhd_forge_mystery	zh_CN	manga	5	5	V1.1_proposed
stoic_edge_battle	en_US	ebook	5	5	V1.1_proposed
stoic_edge_battle	en_US	manga	5	5	V1.1_proposed
stoic_edge_battle	ja_JP	ebook	5	5	V1.1_proposed
stoic_edge_battle	ja_JP	manga	5	5	V1.1_proposed
stoic_edge_battle	zh_TW	ebook	5	5	V1.1_proposed
stoic_edge_battle	zh_TW	manga	5	5	V1.1_proposed
stoic_edge_battle	zh_CN	ebook	5	5	V1.1_proposed
stoic_edge_battle	zh_CN	manga	5	5	V1.1_proposed
spiritual_ground_supernatural	en_US	ebook	5	5	V1.1_proposed
spiritual_ground_supernatural	en_US	manga	5	5	V1.1_proposed
spiritual_ground_supernatural	ja_JP	ebook	5	5	V1.1_proposed
spiritual_ground_supernatural	ja_JP	manga	5	5	V1.1_proposed
spiritual_ground_supernatural	zh_TW	ebook	5	5	V1.1_proposed
spiritual_ground_supernatural	zh_TW	manga	5	5	V1.1_proposed
spiritual_ground_supernatural	zh_CN	ebook	5	5	V1.1_proposed
spiritual_ground_supernatural	zh_CN	manga	5	5	V1.1_proposed
legacy_builder_memoir	en_US	ebook	5	5	V1.1_proposed
legacy_builder_memoir	en_US	manga	5	5	V1.1_proposed
legacy_builder_memoir	ja_JP	ebook	5	5	V1.1_proposed
legacy_builder_memoir	ja_JP	manga	5	5	V1.1_proposed
legacy_builder_memoir	zh_TW	ebook	5	5	V1.1_proposed
legacy_builder_memoir	zh_TW	manga	5	5	V1.1_proposed
legacy_builder_memoir	zh_CN	ebook	5	5	V1.1_proposed
legacy_builder_memoir	zh_CN	manga	5	5	V1.1_proposed
bio_flow_healing	en_US	ebook	5	5	V1.1_proposed
bio_flow_healing	en_US	manga	5	5	V1.1_proposed
bio_flow_healing	ja_JP	ebook	5	5	V1.1_proposed
bio_flow_healing	ja_JP	manga	5	5	V1.1_proposed
bio_flow_healing	zh_TW	ebook	5	5	V1.1_proposed
bio_flow_healing	zh_TW	manga	5	5	V1.1_proposed
bio_flow_healing	zh_CN	ebook	5	5	V1.1_proposed
bio_flow_healing	zh_CN	manga	5	5	V1.1_proposed
longevity_lab_healing	en_US	ebook	5	5	V1.1_proposed
longevity_lab_healing	en_US	manga	5	5	V1.1_proposed
longevity_lab_healing	ja_JP	ebook	5	5	V1.1_proposed
longevity_lab_healing	ja_JP	manga	5	5	V1.1_proposed
longevity_lab_healing	zh_TW	ebook	5	5	V1.1_proposed
longevity_lab_healing	zh_TW	manga	5	5	V1.1_proposed
longevity_lab_healing	zh_CN	ebook	5	5	V1.1_proposed
longevity_lab_healing	zh_CN	manga	5	5	V1.1_proposed
hormone_reset_healing	en_US	ebook	5	5	V1.1_proposed
hormone_reset_healing	en_US	manga	5	5	V1.1_proposed
hormone_reset_healing	ja_JP	ebook	5	5	V1.1_proposed
hormone_reset_healing	ja_JP	manga	5	5	V1.1_proposed
hormone_reset_healing	zh_TW	ebook	5	5	V1.1_proposed
hormone_reset_healing	zh_TW	manga	5	5	V1.1_proposed
hormone_reset_healing	zh_CN	ebook	5	5	V1.1_proposed
hormone_reset_healing	zh_CN	manga	5	5	V1.1_proposed
creative_unfold_social	en_US	ebook	5	5	V1.1_proposed
creative_unfold_social	en_US	manga	5	5	V1.1_proposed
creative_unfold_social	ja_JP	ebook	5	5	V1.1_proposed
creative_unfold_social	ja_JP	manga	5	5	V1.1_proposed
creative_unfold_social	zh_TW	ebook	5	5	V1.1_proposed
creative_unfold_social	zh_TW	manga	5	5	V1.1_proposed
creative_unfold_social	zh_CN	ebook	5	5	V1.1_proposed
creative_unfold_social	zh_CN	manga	5	5	V1.1_proposed
calm_student_school	en_US	ebook	5	5	V1.1_proposed
calm_student_school	en_US	manga	5	5	V1.1_proposed
calm_student_school	ja_JP	ebook	5	5	V1.1_proposed
calm_student_school	ja_JP	manga	5	5	V1.1_proposed
calm_student_school	zh_TW	ebook	5	5	V1.1_proposed
calm_student_school	zh_TW	manga	5	5	V1.1_proposed
calm_student_school	zh_CN	ebook	5	5	V1.1_proposed
calm_student_school	zh_CN	manga	5	5	V1.1_proposed
bright_presence_tw_seinen	en_US	ebook	5	5	V1.1_proposed
bright_presence_tw_seinen	en_US	manga	5	5	V1.1_proposed
bright_presence_tw_seinen	ja_JP	ebook	5	5	V1.1_proposed
bright_presence_tw_seinen	ja_JP	manga	5	5	V1.1_proposed
bright_presence_tw_seinen	zh_TW	ebook	5	5	V1.1_proposed
bright_presence_tw_seinen	zh_TW	manga	5	5	V1.1_proposed
bright_presence_tw_seinen	zh_CN	ebook	5	5	V1.1_proposed
bright_presence_tw_seinen	zh_CN	manga	5	5	V1.1_proposed
