persona,topic,engine,planned_book_count,brand_spread,canonical_txt_present,story_atoms_present,thesis_topic_overlay,predicted_bind_status,predicted_acceptance_ceiling,tuple_viability_status,tuple_viability_errors,tuple_viability_error_codes
working_parents,grief,watcher,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
tech_finance_burnout,self_worth,shame,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_alpha_students,courage,shame,61,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
healthcare_rns,imposter_syndrome,spiral,61,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=healthcare_rns topic=imposter_syndrome engine=spiral;BAND_DEFICIT: missing band 1;BAND_DEFICIT: missing band 2,BAND_DEFICIT;NO_BINDING
working_parents,compassion_fatigue,shame,61,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=working_parents topic=compassion_fatigue engine=shame,NO_BINDING
tech_finance_burnout,sleep_anxiety,spiral,61,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_z_professionals,anxiety,comparison,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
working_parents,anxiety,comparison,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
millennial_women_professionals,sleep_anxiety,watcher,61,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=millennial_women_professionals topic=sleep_anxiety engine=watcher,NO_BINDING
working_parents,burnout,overwhelm,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
healthcare_rns,boundaries,false_alarm,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
corporate_managers,overthinking,overwhelm,61,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=corporate_managers topic=overthinking engine=overwhelm;BAND_DEFICIT: missing band 1;BAND_DEFICIT: missing band 2,BAND_DEFICIT;NO_BINDING
gen_x_sandwich,imposter_syndrome,false_alarm,61,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,BAND_DEFICIT: missing band 1;BAND_DEFICIT: missing band 2,BAND_DEFICIT
entrepreneurs,anxiety,shame,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
millennial_women_professionals,compassion_fatigue,shame,61,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=millennial_women_professionals topic=compassion_fatigue engine=shame,NO_BINDING
entrepreneurs,burnout,grief,61,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_x_sandwich,courage,shame,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
healthcare_rns,courage,spiral,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
corporate_managers,financial_stress,overwhelm,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_x_sandwich,anxiety,grief,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
corporate_managers,social_anxiety,shame,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
working_parents,imposter_syndrome,shame,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
entrepreneurs,boundaries,shame,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
entrepreneurs,imposter_syndrome,grief,60,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=entrepreneurs topic=imposter_syndrome engine=grief,NO_BINDING
working_parents,depression,grief,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_x_sandwich,courage,false_alarm,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_z_professionals,social_anxiety,comparison,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
healthcare_rns,burnout,overwhelm,60,40,True,True,True,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent),PASS,,
corporate_managers,financial_stress,spiral,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
millennial_women_professionals,depression,grief,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
working_parents,burnout,watcher,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
entrepreneurs,boundaries,false_alarm,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
entrepreneurs,grief,grief,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_x_sandwich,sleep_anxiety,false_alarm,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
entrepreneurs,financial_anxiety,spiral,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_x_sandwich,overthinking,watcher,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_x_sandwich,compassion_fatigue,watcher,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_z_professionals,grief,watcher,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_x_sandwich,imposter_syndrome,comparison,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
working_parents,social_anxiety,comparison,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_alpha_students,burnout,false_alarm,60,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=gen_alpha_students topic=burnout engine=false_alarm,NO_BINDING
corporate_managers,sleep_anxiety,shame,60,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=corporate_managers topic=sleep_anxiety engine=shame;BAND_DEFICIT: missing band 1;BAND_DEFICIT: missing band 2,BAND_DEFICIT;NO_BINDING
entrepreneurs,depression,watcher,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
millennial_women_professionals,self_worth,shame,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
tech_finance_burnout,overthinking,false_alarm,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_z_professionals,overthinking,comparison,60,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=gen_z_professionals topic=overthinking engine=comparison,NO_BINDING
entrepreneurs,social_anxiety,comparison,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
entrepreneurs,burnout,watcher,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
millennial_women_professionals,compassion_fatigue,overwhelm,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
millennial_women_professionals,social_anxiety,false_alarm,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_alpha_students,anxiety,grief,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
millennial_women_professionals,boundaries,shame,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
entrepreneurs,financial_stress,overwhelm,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_z_professionals,burnout,spiral,60,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=gen_z_professionals topic=burnout engine=spiral,NO_BINDING
working_parents,courage,spiral,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
healthcare_rns,imposter_syndrome,watcher,60,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=healthcare_rns topic=imposter_syndrome engine=watcher;BAND_DEFICIT: missing band 1;BAND_DEFICIT: missing band 2,BAND_DEFICIT;NO_BINDING
corporate_managers,somatic_healing,watcher,60,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
gen_alpha_students,depression,grief,60,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
tech_finance_burnout,anxiety,false_alarm,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
tech_finance_burnout,imposter_syndrome,watcher,60,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),FAIL,NO_BINDING: persona=tech_finance_burnout topic=imposter_syndrome engine=watcher,NO_BINDING
corporate_managers,boundaries,shame,60,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard),PASS,,
