retired_book_id	reason
cognitive_clarity__kenjin__healthcare_rns__imposter_syndrome__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__healthcare_rns__imposter_syndrome__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__healthcare_rns__overthinking__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__boundaries__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__boundaries__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__burnout__false_alarm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__burnout__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__imposter_syndrome__false_alarm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__imposter_syndrome__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__imposter_syndrome__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__millennial_women_professionals__overthinking__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__boundaries__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__boundaries__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__burnout__false_alarm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__burnout__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__imposter_syndrome__false_alarm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__imposter_syndrome__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__imposter_syndrome__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__tech_finance_burnout__overthinking__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__boundaries__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__boundaries__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__burnout__false_alarm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__burnout__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__imposter_syndrome__false_alarm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__imposter_syndrome__overwhelm	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__imposter_syndrome__spiral	engine_illegal_or_repointed_away
cognitive_clarity__kenjin__working_parents__overthinking__overwhelm	engine_illegal_or_repointed_away
