persona	topic	catalog_engine	engine_binding_status	arc_exists	verdict	book_id
first_responders	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__anxiety__grief
first_responders	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__anxiety__overwhelm
first_responders	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__anxiety__shame
first_responders	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__anxiety__spiral
first_responders	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__anxiety__watcher
first_responders	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__sleep_anxiety__false_alarm
first_responders	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__sleep_anxiety__overwhelm
first_responders	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__sleep_anxiety__spiral
first_responders	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__first_responders__somatic_healing__comparison
first_responders	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__first_responders__somatic_healing__false_alarm
first_responders	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__first_responders__somatic_healing__grief
first_responders	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__somatic_healing__overwhelm
first_responders	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__first_responders__somatic_healing__shame
first_responders	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__first_responders__somatic_healing__spiral
first_responders	somatic_healing	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__first_responders__somatic_healing__watcher
gen_alpha_students	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__anxiety__comparison
gen_alpha_students	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__anxiety__false_alarm
gen_alpha_students	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__anxiety__grief
gen_alpha_students	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__anxiety__overwhelm
gen_alpha_students	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__anxiety__shame
gen_alpha_students	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__anxiety__spiral
gen_alpha_students	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__anxiety__watcher
gen_alpha_students	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__sleep_anxiety__false_alarm
gen_alpha_students	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__sleep_anxiety__overwhelm
gen_alpha_students	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__sleep_anxiety__spiral
gen_alpha_students	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_alpha_students__somatic_healing__comparison
gen_alpha_students	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_alpha_students__somatic_healing__false_alarm
gen_alpha_students	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_alpha_students__somatic_healing__grief
gen_alpha_students	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__somatic_healing__overwhelm
gen_alpha_students	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_alpha_students__somatic_healing__shame
gen_alpha_students	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_alpha_students__somatic_healing__spiral
gen_alpha_students	somatic_healing	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_alpha_students__somatic_healing__watcher
gen_x_sandwich	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__anxiety__comparison
gen_x_sandwich	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__anxiety__false_alarm
gen_x_sandwich	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__anxiety__grief
gen_x_sandwich	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__anxiety__overwhelm
gen_x_sandwich	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__anxiety__shame
gen_x_sandwich	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__anxiety__spiral
gen_x_sandwich	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__anxiety__watcher
gen_x_sandwich	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__sleep_anxiety__false_alarm
gen_x_sandwich	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__sleep_anxiety__overwhelm
gen_x_sandwich	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__sleep_anxiety__spiral
gen_x_sandwich	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_x_sandwich__somatic_healing__comparison
gen_x_sandwich	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_x_sandwich__somatic_healing__false_alarm
gen_x_sandwich	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_x_sandwich__somatic_healing__grief
gen_x_sandwich	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__somatic_healing__overwhelm
gen_x_sandwich	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_x_sandwich__somatic_healing__shame
gen_x_sandwich	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_x_sandwich__somatic_healing__spiral
gen_x_sandwich	somatic_healing	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_x_sandwich__somatic_healing__watcher
gen_z_professionals	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__anxiety__comparison
gen_z_professionals	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__anxiety__false_alarm
gen_z_professionals	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__anxiety__grief
gen_z_professionals	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__anxiety__overwhelm
gen_z_professionals	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__anxiety__shame
gen_z_professionals	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__anxiety__spiral
gen_z_professionals	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__anxiety__watcher
gen_z_professionals	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__sleep_anxiety__false_alarm
gen_z_professionals	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__sleep_anxiety__overwhelm
gen_z_professionals	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__sleep_anxiety__spiral
gen_z_professionals	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_professionals__somatic_healing__comparison
gen_z_professionals	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_professionals__somatic_healing__false_alarm
gen_z_professionals	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_professionals__somatic_healing__grief
gen_z_professionals	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__somatic_healing__overwhelm
gen_z_professionals	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_professionals__somatic_healing__shame
gen_z_professionals	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_professionals__somatic_healing__spiral
gen_z_professionals	somatic_healing	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_professionals__somatic_healing__watcher
gen_z_student	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__anxiety__comparison
gen_z_student	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__anxiety__false_alarm
gen_z_student	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__anxiety__grief
gen_z_student	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__anxiety__overwhelm
gen_z_student	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__anxiety__shame
gen_z_student	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__anxiety__spiral
gen_z_student	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__anxiety__watcher
gen_z_student	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__sleep_anxiety__false_alarm
gen_z_student	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__sleep_anxiety__overwhelm
gen_z_student	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__gen_z_student__sleep_anxiety__spiral
gen_z_student	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_student__somatic_healing__comparison
gen_z_student	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_student__somatic_healing__false_alarm
gen_z_student	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_student__somatic_healing__grief
gen_z_student	somatic_healing	overwhelm	allowed	no_arc	MISSING_ARC_ENGINE_LEGAL	stillness_press__ahjan__gen_z_student__somatic_healing__overwhelm
gen_z_student	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_student__somatic_healing__shame
gen_z_student	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__gen_z_student__somatic_healing__spiral
gen_z_student	somatic_healing	watcher	allowed	no_arc	MISSING_ARC_ENGINE_LEGAL	stillness_press__ahjan__gen_z_student__somatic_healing__watcher
healthcare_rns	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__anxiety__comparison
healthcare_rns	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__anxiety__false_alarm
healthcare_rns	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__anxiety__grief
healthcare_rns	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__anxiety__overwhelm
healthcare_rns	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__anxiety__shame
healthcare_rns	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__anxiety__spiral
healthcare_rns	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__anxiety__watcher
healthcare_rns	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__sleep_anxiety__false_alarm
healthcare_rns	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__sleep_anxiety__overwhelm
healthcare_rns	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__sleep_anxiety__spiral
healthcare_rns	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__healthcare_rns__somatic_healing__comparison
healthcare_rns	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__healthcare_rns__somatic_healing__false_alarm
healthcare_rns	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__healthcare_rns__somatic_healing__grief
healthcare_rns	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__somatic_healing__overwhelm
healthcare_rns	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__healthcare_rns__somatic_healing__shame
healthcare_rns	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__healthcare_rns__somatic_healing__spiral
healthcare_rns	somatic_healing	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__healthcare_rns__somatic_healing__watcher
millennial_women_professionals	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__anxiety__comparison
millennial_women_professionals	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__anxiety__false_alarm
millennial_women_professionals	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__anxiety__grief
millennial_women_professionals	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__anxiety__overwhelm
millennial_women_professionals	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__anxiety__shame
millennial_women_professionals	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__anxiety__spiral
millennial_women_professionals	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__anxiety__watcher
millennial_women_professionals	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__sleep_anxiety__false_alarm
millennial_women_professionals	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__sleep_anxiety__overwhelm
millennial_women_professionals	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__sleep_anxiety__spiral
millennial_women_professionals	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__millennial_women_professionals__somatic_healing__comparison
millennial_women_professionals	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__millennial_women_professionals__somatic_healing__false_alarm
millennial_women_professionals	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__millennial_women_professionals__somatic_healing__grief
millennial_women_professionals	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__somatic_healing__overwhelm
millennial_women_professionals	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__millennial_women_professionals__somatic_healing__shame
millennial_women_professionals	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__millennial_women_professionals__somatic_healing__spiral
millennial_women_professionals	somatic_healing	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__millennial_women_professionals__somatic_healing__watcher
tech_finance_burnout	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__anxiety__comparison
tech_finance_burnout	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__anxiety__false_alarm
tech_finance_burnout	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__anxiety__grief
tech_finance_burnout	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__anxiety__overwhelm
tech_finance_burnout	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__anxiety__shame
tech_finance_burnout	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__anxiety__spiral
tech_finance_burnout	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__anxiety__watcher
tech_finance_burnout	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__sleep_anxiety__false_alarm
tech_finance_burnout	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__sleep_anxiety__overwhelm
tech_finance_burnout	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__sleep_anxiety__spiral
tech_finance_burnout	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__tech_finance_burnout__somatic_healing__comparison
tech_finance_burnout	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__tech_finance_burnout__somatic_healing__false_alarm
tech_finance_burnout	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__tech_finance_burnout__somatic_healing__grief
tech_finance_burnout	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__somatic_healing__overwhelm
tech_finance_burnout	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__tech_finance_burnout__somatic_healing__shame
tech_finance_burnout	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__tech_finance_burnout__somatic_healing__spiral
tech_finance_burnout	somatic_healing	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__tech_finance_burnout__somatic_healing__watcher
working_parents	anxiety	comparison	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__anxiety__comparison
working_parents	anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__anxiety__false_alarm
working_parents	anxiety	grief	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__anxiety__grief
working_parents	anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__anxiety__overwhelm
working_parents	anxiety	shame	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__anxiety__shame
working_parents	anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__anxiety__spiral
working_parents	anxiety	watcher	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__anxiety__watcher
working_parents	sleep_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__sleep_anxiety__false_alarm
working_parents	sleep_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__sleep_anxiety__overwhelm
working_parents	sleep_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__sleep_anxiety__spiral
working_parents	somatic_healing	comparison	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__working_parents__somatic_healing__comparison
working_parents	somatic_healing	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__working_parents__somatic_healing__false_alarm
working_parents	somatic_healing	grief	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__working_parents__somatic_healing__grief
working_parents	somatic_healing	overwhelm	allowed	arc	BUILDABLE_LEGAL	stillness_press__ahjan__working_parents__somatic_healing__overwhelm
working_parents	somatic_healing	shame	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__working_parents__somatic_healing__shame
working_parents	somatic_healing	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	stillness_press__ahjan__working_parents__somatic_healing__spiral
