persona	topic	catalog_engine	engine_binding_status	arc_exists	verdict	book_id
gen_alpha_students	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_alpha_students__social_anxiety__spiral
gen_x_sandwich	financial_anxiety	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_x_sandwich__financial_anxiety__false_alarm
gen_x_sandwich	financial_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_x_sandwich__financial_anxiety__overwhelm
gen_x_sandwich	financial_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_x_sandwich__financial_anxiety__spiral
gen_x_sandwich	financial_stress	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_x_sandwich__financial_stress__false_alarm
gen_x_sandwich	financial_stress	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_x_sandwich__financial_stress__overwhelm
gen_x_sandwich	financial_stress	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_x_sandwich__financial_stress__spiral
gen_x_sandwich	imposter_syndrome	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_x_sandwich__imposter_syndrome__false_alarm
gen_x_sandwich	imposter_syndrome	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_x_sandwich__imposter_syndrome__overwhelm
gen_x_sandwich	imposter_syndrome	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_x_sandwich__imposter_syndrome__spiral
gen_x_sandwich	social_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_x_sandwich__social_anxiety__false_alarm
gen_x_sandwich	social_anxiety	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_x_sandwich__social_anxiety__overwhelm
gen_x_sandwich	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_x_sandwich__social_anxiety__spiral
gen_z_professionals	financial_anxiety	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_professionals__financial_anxiety__false_alarm
gen_z_professionals	financial_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_z_professionals__financial_anxiety__overwhelm
gen_z_professionals	financial_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_z_professionals__financial_anxiety__spiral
gen_z_professionals	financial_stress	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_professionals__financial_stress__false_alarm
gen_z_professionals	financial_stress	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_z_professionals__financial_stress__overwhelm
gen_z_professionals	financial_stress	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_z_professionals__financial_stress__spiral
gen_z_professionals	imposter_syndrome	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_professionals__imposter_syndrome__false_alarm
gen_z_professionals	imposter_syndrome	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_professionals__imposter_syndrome__overwhelm
gen_z_professionals	imposter_syndrome	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_professionals__imposter_syndrome__spiral
gen_z_professionals	social_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__gen_z_professionals__social_anxiety__false_alarm
gen_z_professionals	social_anxiety	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_professionals__social_anxiety__overwhelm
gen_z_professionals	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_professionals__social_anxiety__spiral
gen_z_student	financial_anxiety	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_student__financial_anxiety__false_alarm
gen_z_student	financial_anxiety	overwhelm	allowed	no_arc	MISSING_ARC_ENGINE_LEGAL	digital_ground__miki__gen_z_student__financial_anxiety__overwhelm
gen_z_student	financial_anxiety	spiral	allowed	no_arc	MISSING_ARC_ENGINE_LEGAL	digital_ground__miki__gen_z_student__financial_anxiety__spiral
gen_z_student	financial_stress	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_student__financial_stress__false_alarm
gen_z_student	financial_stress	overwhelm	allowed	no_arc	MISSING_ARC_ENGINE_LEGAL	digital_ground__miki__gen_z_student__financial_stress__overwhelm
gen_z_student	financial_stress	spiral	allowed	no_arc	MISSING_ARC_ENGINE_LEGAL	digital_ground__miki__gen_z_student__financial_stress__spiral
gen_z_student	imposter_syndrome	false_alarm	FORBIDDEN	arc	BUILDS_BUT_ENGINE_ILLEGAL	digital_ground__miki__gen_z_student__imposter_syndrome__false_alarm
gen_z_student	imposter_syndrome	overwhelm	FORBIDDEN	arc	BUILDS_BUT_ENGINE_ILLEGAL	digital_ground__miki__gen_z_student__imposter_syndrome__overwhelm
gen_z_student	imposter_syndrome	spiral	FORBIDDEN	arc	BUILDS_BUT_ENGINE_ILLEGAL	digital_ground__miki__gen_z_student__imposter_syndrome__spiral
gen_z_student	social_anxiety	false_alarm	allowed	no_arc	MISSING_ARC_ENGINE_LEGAL	digital_ground__miki__gen_z_student__social_anxiety__false_alarm
gen_z_student	social_anxiety	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_student__social_anxiety__overwhelm
gen_z_student	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__gen_z_student__social_anxiety__spiral
healthcare_rns	financial_anxiety	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__healthcare_rns__financial_anxiety__false_alarm
healthcare_rns	financial_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__healthcare_rns__financial_anxiety__overwhelm
healthcare_rns	financial_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__healthcare_rns__financial_anxiety__spiral
healthcare_rns	financial_stress	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__healthcare_rns__financial_stress__false_alarm
healthcare_rns	financial_stress	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__healthcare_rns__financial_stress__overwhelm
healthcare_rns	financial_stress	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__healthcare_rns__financial_stress__spiral
healthcare_rns	imposter_syndrome	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__healthcare_rns__imposter_syndrome__false_alarm
healthcare_rns	imposter_syndrome	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__healthcare_rns__imposter_syndrome__overwhelm
healthcare_rns	imposter_syndrome	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__healthcare_rns__imposter_syndrome__spiral
healthcare_rns	social_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__healthcare_rns__social_anxiety__false_alarm
healthcare_rns	social_anxiety	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__healthcare_rns__social_anxiety__overwhelm
healthcare_rns	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__healthcare_rns__social_anxiety__spiral
millennial_women_professionals	financial_anxiety	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__millennial_women_professionals__financial_anxiety__false_alarm
millennial_women_professionals	financial_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__millennial_women_professionals__financial_anxiety__overwhelm
millennial_women_professionals	financial_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__millennial_women_professionals__financial_anxiety__spiral
millennial_women_professionals	financial_stress	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__millennial_women_professionals__financial_stress__false_alarm
millennial_women_professionals	financial_stress	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__millennial_women_professionals__financial_stress__overwhelm
millennial_women_professionals	financial_stress	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__millennial_women_professionals__financial_stress__spiral
millennial_women_professionals	imposter_syndrome	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__millennial_women_professionals__imposter_syndrome__false_alarm
millennial_women_professionals	imposter_syndrome	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__millennial_women_professionals__imposter_syndrome__overwhelm
millennial_women_professionals	imposter_syndrome	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__millennial_women_professionals__imposter_syndrome__spiral
millennial_women_professionals	social_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__millennial_women_professionals__social_anxiety__false_alarm
millennial_women_professionals	social_anxiety	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__millennial_women_professionals__social_anxiety__overwhelm
millennial_women_professionals	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__millennial_women_professionals__social_anxiety__spiral
tech_finance_burnout	financial_anxiety	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__tech_finance_burnout__financial_anxiety__false_alarm
tech_finance_burnout	financial_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__tech_finance_burnout__financial_anxiety__overwhelm
tech_finance_burnout	financial_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__tech_finance_burnout__financial_anxiety__spiral
tech_finance_burnout	financial_stress	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__tech_finance_burnout__financial_stress__false_alarm
tech_finance_burnout	financial_stress	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__tech_finance_burnout__financial_stress__overwhelm
tech_finance_burnout	financial_stress	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__tech_finance_burnout__financial_stress__spiral
tech_finance_burnout	imposter_syndrome	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__tech_finance_burnout__imposter_syndrome__false_alarm
tech_finance_burnout	imposter_syndrome	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__tech_finance_burnout__imposter_syndrome__overwhelm
tech_finance_burnout	imposter_syndrome	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__tech_finance_burnout__imposter_syndrome__spiral
tech_finance_burnout	social_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__tech_finance_burnout__social_anxiety__false_alarm
tech_finance_burnout	social_anxiety	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__tech_finance_burnout__social_anxiety__overwhelm
tech_finance_burnout	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__tech_finance_burnout__social_anxiety__spiral
working_parents	financial_anxiety	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__working_parents__financial_anxiety__false_alarm
working_parents	financial_anxiety	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__working_parents__financial_anxiety__overwhelm
working_parents	financial_anxiety	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__working_parents__financial_anxiety__spiral
working_parents	financial_stress	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__working_parents__financial_stress__false_alarm
working_parents	financial_stress	overwhelm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__working_parents__financial_stress__overwhelm
working_parents	financial_stress	spiral	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__working_parents__financial_stress__spiral
working_parents	imposter_syndrome	false_alarm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__working_parents__imposter_syndrome__false_alarm
working_parents	imposter_syndrome	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__working_parents__imposter_syndrome__overwhelm
working_parents	imposter_syndrome	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__working_parents__imposter_syndrome__spiral
working_parents	social_anxiety	false_alarm	allowed	arc	BUILDABLE_LEGAL	digital_ground__miki__working_parents__social_anxiety__false_alarm
working_parents	social_anxiety	overwhelm	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__working_parents__social_anxiety__overwhelm
working_parents	social_anxiety	spiral	FORBIDDEN	no_arc	MISSING_ARC_ENGINE_ILLEGAL	digital_ground__miki__working_parents__social_anxiety__spiral
