# zh-TW Simplified contamination — KNOWN DEBT BASELINE
# Recorded: 2026-07-15 at origin/main 9e9b9e606791590337cd7d0f2fb425def2e6f760
# Gate: scripts/ci/check_zh_tw_simplified_contamination.py (ratchet/delta gate)
# Audit: artifacts/qa/zh_tw_simplified_contamination_20260715/
#
# Each row is PRE-EXISTING debt the gate tolerates at <= the recorded count.
# This list may only SHRINK. Never add a row to silence a failing PR — that
# is the bypass this gate exists to prevent. Remove a row when the file is
# repaired (the gate tells you to).
distinct_simplified_chars	zh_tw_file
1	atoms/educators/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/educators/overthinking/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/educators/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/educators/self_worth/shame/locales/zh-TW/CANONICAL.txt
1	atoms/educators/sleep_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
5	atoms/educators/sleep_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
3	atoms/educators/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
36	atoms/entrepreneurs/anxiety/shame/locales/zh-TW/CANONICAL.txt
1	atoms/entrepreneurs/boundaries/THREAD/locales/zh-TW/CANONICAL.txt
2	atoms/entrepreneurs/depression/TAKEAWAY/locales/zh-TW/CANONICAL.txt
1	atoms/entrepreneurs/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
42	atoms/entrepreneurs/sleep_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/first_responders/burnout/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/first_responders/compassion_fatigue/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/first_responders/depression/shame/locales/zh-TW/CANONICAL.txt
36	atoms/first_responders/financial_stress/THREAD/locales/zh-TW/CANONICAL.txt
2	atoms/first_responders/grief/SCENE/locales/zh-TW/CANONICAL.txt
127	atoms/first_responders/imposter_syndrome/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/first_responders/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/first_responders/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/burnout/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
188	atoms/gen_alpha_students/compassion_fatigue/SCENE/locales/zh-TW/CANONICAL.txt
15	atoms/gen_alpha_students/courage/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/courage/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/depression/grief/locales/zh-TW/CANONICAL.txt
33	atoms/gen_alpha_students/depression/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/financial_stress/grief/locales/zh-TW/CANONICAL.txt
130	atoms/gen_alpha_students/financial_stress/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/grief/SCENE/locales/zh-TW/CANONICAL.txt
34	atoms/gen_alpha_students/grief/false_alarm/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/imposter_syndrome/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt
2	atoms/gen_alpha_students/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/overthinking/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_alpha_students/self_worth/SCENE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/anxiety/HOOK/locales/zh-TW/CANONICAL.txt
31	atoms/gen_x_sandwich/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/courage/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/depression/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/self_worth/HOOK/locales/zh-TW/CANONICAL.txt
56	atoms/gen_x_sandwich/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/self_worth/TAKEAWAY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_x_sandwich/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/anxiety/STORY/locales/zh-TW/CANONICAL.txt
7	atoms/gen_z_professionals/anxiety/comparison/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/anxiety/grief/TAKEAWAY/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/anxiety/grief/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/anxiety/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/anxiety/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/anxiety/spiral/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/anxiety/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/boundaries/EXERCISE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/boundaries/HOOK/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/boundaries/INTEGRATION/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/boundaries/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/boundaries/STORY/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/boundaries/comparison/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/boundaries/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/boundaries/grief/PIVOT/locales/zh-TW/CANONICAL.txt
7	atoms/gen_z_professionals/boundaries/grief/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/boundaries/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/boundaries/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/boundaries/spiral/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/boundaries/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/boundaries/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/boundaries/watcher/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/burnout/PERMISSION/locales/zh-TW/CANONICAL.txt
9	atoms/gen_z_professionals/burnout/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/burnout/SCENE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/burnout/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/burnout/comparison/locales/zh-TW/CANONICAL.txt
8	atoms/gen_z_professionals/burnout/false_alarm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/burnout/grief/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/burnout/overwhelm/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/burnout/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/burnout/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/burnout/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/compassion_fatigue/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/compassion_fatigue/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/compassion_fatigue/THREAD/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/compassion_fatigue/false_alarm/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/compassion_fatigue/false_alarm/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/compassion_fatigue/grief/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/compassion_fatigue/watcher/THREAD/locales/zh-TW/CANONICAL.txt
132	atoms/gen_z_professionals/compassion_fatigue/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/courage/EXERCISE/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/courage/PERMISSION/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/courage/REFLECTION/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/courage/STORY/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/courage/comparison/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/courage/false_alarm/locales/zh-TW/CANONICAL.txt
7	atoms/gen_z_professionals/courage/grief/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/courage/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/courage/shame/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/courage/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/courage/watcher/PERMISSION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/courage/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/depression/EXERCISE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/depression/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/depression/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/depression/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/depression/comparison/TAKEAWAY/locales/zh-TW/CANONICAL.txt
8	atoms/gen_z_professionals/depression/comparison/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/depression/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/depression/grief/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/depression/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/depression/shame/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/depression/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/depression/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/depression/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/depression/watcher/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/depression/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/depression/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/financial_anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/financial_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_anxiety/SCENE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_anxiety/TEACHER_DOCTRINE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_anxiety/comparison/PERMISSION/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_anxiety/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
10	atoms/gen_z_professionals/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/financial_stress/SCENE/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/financial_stress/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/financial_stress/THREAD/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/financial_stress/comparison/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt
9	atoms/gen_z_professionals/financial_stress/grief/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/financial_stress/shame/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/financial_stress/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/grief/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/grief/REFLECTION/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/grief/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/grief/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/grief/THREAD/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/grief/comparison/locales/zh-TW/CANONICAL.txt
5	atoms/gen_z_professionals/grief/false_alarm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/grief/grief/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/grief/overwhelm/locales/zh-TW/CANONICAL.txt
8	atoms/gen_z_professionals/grief/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/grief/spiral/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/grief/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/imposter_syndrome/INTEGRATION/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/imposter_syndrome/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/imposter_syndrome/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/imposter_syndrome/STORY/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/imposter_syndrome/THREAD/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/imposter_syndrome/comparison/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
9	atoms/gen_z_professionals/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt
8	atoms/gen_z_professionals/imposter_syndrome/spiral/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/overthinking/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/overthinking/TAKEAWAY/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/overthinking/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/overthinking/false_alarm/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/overthinking/false_alarm/THREAD/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/overthinking/grief/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
7	atoms/gen_z_professionals/overthinking/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/overthinking/spiral/PERMISSION/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/overthinking/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/overthinking/watcher/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/self_worth/HOOK/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/self_worth/INTEGRATION/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt
8	atoms/gen_z_professionals/self_worth/SCENE/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/self_worth/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/self_worth/THREAD/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/self_worth/comparison/PIVOT/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/self_worth/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/self_worth/false_alarm/PIVOT/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/self_worth/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/self_worth/grief/PIVOT/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/self_worth/grief/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/self_worth/shame/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/self_worth/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/self_worth/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/self_worth/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/sleep_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
4	atoms/gen_z_professionals/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/sleep_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/sleep_anxiety/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/sleep_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/sleep_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
7	atoms/gen_z_professionals/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/sleep_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/sleep_anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/sleep_anxiety/grief/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/sleep_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/sleep_anxiety/shame/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/sleep_anxiety/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/sleep_anxiety/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/social_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/social_anxiety/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/social_anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_professionals/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/social_anxiety/shame/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/social_anxiety/watcher/PIVOT/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/social_anxiety/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/somatic_healing/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_professionals/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/somatic_healing/comparison/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
3	atoms/gen_z_professionals/somatic_healing/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_professionals/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_student/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/anxiety/shame/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_student/compassion_fatigue/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/depression/STORY/locales/zh-TW/CANONICAL.txt
6	atoms/gen_z_student/depression/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_student/financial_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_anxiety/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_stress/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_stress/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_stress/SCENE/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/gen_z_student/self_worth/shame/locales/zh-TW/CANONICAL.txt
1	atoms/gen_z_student/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
